client_id,anciennete_mois,nb_achats_12m,ca_12m,panier_moyen,marge_12m,nb_visites_90j,nb_contacts_service,recence_jours,remise_moyenne,satisfaction_10,nb_categories,canal_principal,region,churn_90j
6513,37,8,597.51,74.69,223.32,3,3,31,0.311,6.0,1,web,B,0
6514,48,2,78.54,39.27,27.41,1,0,75,0.123,9.0,1,magasin,E,0
6515,17,0,0.0,0.0,0.0,0,0,694,0.079,9.0,1,mixte,D,0
6516,20,1,39.2,39.2,14.75,0,1,317,0.197,8.0,1,web,E,0
6517,38,0,0.0,0.0,0.0,0,4,900,0.054,5.0,1,web,E,0
6518,41,0,0.0,0.0,0.0,0,0,128,0.353,7.0,1,web,E,0
6519,9,6,175.89,29.32,62.31,4,1,66,0.347,8.0,2,magasin,B,0
6520,39,1,64.99,64.99,26.92,3,1,122,0.209,5.0,2,magasin,B,0
6521,77,14,420.67,30.05,126.39,3,1,72,0.075,10.0,3,mixte,D,0
6522,33,3,153.6,51.2,39.92,5,0,94,0.409,7.0,5,mixte,C,0
6523,64,7,243.41,34.77,66.2,2,0,168,0.363,9.0,3,mixte,B,0
6524,27,8,329.5,41.19,116.89,5,2,69,0.57,7.0,2,magasin,C,0
6525,20,6,285.86,47.64,102.6,0,1,38,0.111,7.0,2,mixte,C,0
6526,65,9,382.2,42.47,126.02,2,0,177,0.264,8.0,1,magasin,A,0
6527,32,7,168.1,24.01,43.88,3,1,221,0.08,6.0,3,web,A,0
6528,47,2,83.51,41.76,26.65,3,1,138,0.064,6.0,2,web,D,0
6529,44,14,1960.56,140.04,885.54,10,0,22,0.122,8.0,5,web,C,0
6530,1,0,0.0,0.0,0.0,1,0,54,0.229,7.0,2,web,C,0
6531,10,1,22.23,22.23,5.29,3,0,84,0.363,6.0,3,web,C,0
6532,46,5,166.3,33.26,49.42,0,0,79,0.214,10.0,1,web,A,0
6533,59,7,477.98,68.28,157.31,0,0,66,0.024,10.0,1,mixte,A,0
6534,96,24,1805.97,75.25,716.73,6,3,22,0.057,9.0,6,magasin,E,0
6535,28,1,9.93,9.93,2.36,0,0,105,0.31,9.0,1,magasin,D,0
6536,34,22,1831.59,83.25,805.8,5,0,21,0.092,9.0,2,web,B,0
6537,37,0,0.0,0.0,0.0,0,0,446,0.267,6.0,1,magasin,A,0
6538,26,2,37.56,18.78,11.41,1,1,184,0.33,8.0,1,magasin,C,0
6539,10,6,155.18,25.86,57.82,2,2,48,0.359,10.0,1,mixte,C,0
6540,40,1,60.68,60.68,19.57,0,0,779,0.109,8.0,1,mixte,C,1
6541,25,0,0.0,0.0,0.0,1,0,900,0.311,8.0,1,web,A,0
6542,39,6,280.38,46.73,86.81,1,0,70,0.35,7.0,1,mixte,D,0
6543,25,6,237.52,39.59,82.76,5,1,13,0.217,9.0,3,magasin,A,0
6544,42,11,334.68,30.43,108.67,1,0,116,0.128,9.0,2,web,D,0
6545,16,0,0.0,0.0,0.0,0,0,161,0.195,7.0,1,web,D,0
6546,83,3,70.36,23.45,19.35,0,0,164,0.255,8.0,2,mixte,C,0
6547,22,3,41.8,13.93,11.24,1,0,45,0.096,7.0,2,mixte,E,0
6548,51,14,978.03,69.86,313.31,14,0,14,0.278,7.0,5,web,C,0
6549,43,0,0.0,0.0,0.0,0,1,900,0.11,6.0,1,magasin,B,0
6550,13,2,39.32,19.66,12.58,0,0,494,0.379,8.0,1,web,B,1
6551,96,5,139.95,27.99,40.89,1,1,6,0.25,8.0,2,mixte,A,0
6552,21,1,19.28,19.28,7.23,2,2,86,0.275,6.0,1,mixte,E,0
6553,39,2,100.31,50.16,38.1,1,0,167,0.034,10.0,2,mixte,E,0
6554,31,4,209.84,52.46,69.57,3,2,30,0.272,6.0,5,magasin,A,0
6555,96,2,73.37,36.68,22.13,1,1,231,0.233,10.0,1,magasin,B,0
6556,51,6,161.0,26.83,49.32,3,0,23,0.207,10.0,4,magasin,E,0
6557,40,3,79.25,26.42,22.37,4,0,220,0.33,9.0,2,web,D,0
6558,51,1,54.74,54.74,14.18,0,1,572,0.185,8.0,1,web,C,0
6559,6,3,76.46,25.49,24.95,4,1,70,0.135,9.0,1,web,E,0
6560,23,4,363.66,90.92,165.15,2,0,139,0.09,9.0,2,mixte,C,0
6561,59,2,64.64,32.32,20.67,0,2,305,0.448,8.0,1,magasin,C,0
6562,64,0,0.0,0.0,0.0,1,0,106,0.157,5.0,1,mixte,C,0
6563,43,0,0.0,0.0,0.0,0,3,856,0.169,6.0,1,mixte,D,0
6564,12,2,20.49,10.24,4.02,1,0,27,0.316,7.0,1,web,E,0
6565,20,13,610.95,47.0,230.05,5,1,5,0.331,10.0,2,web,A,0
6566,53,8,208.41,26.05,67.85,3,1,116,0.115,8.0,1,magasin,A,0
6567,44,8,658.65,82.33,278.81,3,0,77,0.251,8.0,4,mixte,C,0
6568,68,0,0.0,0.0,0.0,0,1,900,0.253,8.0,1,mixte,C,0
6569,8,0,0.0,0.0,0.0,0,0,900,0.4,6.0,1,magasin,C,0
6570,22,0,0.0,0.0,0.0,2,1,106,0.259,10.0,2,web,B,0
6571,9,0,0.0,0.0,0.0,2,0,46,0.178,7.0,2,mixte,D,0
6572,62,12,632.67,52.72,219.76,3,0,109,0.283,9.0,4,web,D,0
6573,50,17,1554.75,91.46,664.01,7,1,16,0.228,8.0,4,web,D,0
6574,12,0,0.0,0.0,0.0,0,1,875,0.147,6.0,1,mixte,C,1
6575,13,1,108.94,108.94,57.27,4,0,70,0.182,6.0,2,web,E,0
6576,28,3,134.23,44.74,55.4,0,1,279,0.031,7.0,2,mixte,E,0
6577,96,2,101.47,50.74,34.34,2,1,53,0.183,6.0,2,web,C,0
6578,89,0,0.0,0.0,0.0,0,1,452,0.288,9.0,1,mixte,E,0
6579,5,0,0.0,0.0,0.0,0,0,140,0.32,7.0,3,magasin,E,0
6580,37,5,136.06,27.21,28.09,5,1,177,0.187,5.0,4,magasin,A,0
6581,32,0,0.0,0.0,0.0,0,0,900,0.152,9.0,1,mixte,D,0
6582,12,4,231.29,57.82,91.78,0,1,157,0.118,8.0,2,mixte,E,0
6583,31,7,311.4,44.49,89.24,1,1,110,0.205,6.0,2,web,B,0
6584,29,11,1574.04,143.09,618.38,2,0,106,0.124,10.0,3,mixte,A,0
6585,36,0,0.0,0.0,0.0,0,0,402,0.41,6.0,3,mixte,C,0
6586,14,2,65.53,32.76,26.74,0,0,202,0.024,8.0,1,web,B,0
6587,56,4,393.32,98.33,151.22,4,1,113,0.001,10.0,1,web,E,0
6588,56,3,150.94,50.31,68.81,0,1,126,0.31,7.0,2,web,D,0
6589,7,3,49.09,16.36,18.83,0,2,263,0.077,7.0,1,magasin,A,0
6590,25,1,34.17,34.17,13.09,0,3,566,0.171,7.0,2,magasin,D,1
6591,31,3,108.51,36.17,37.88,0,0,82,0.326,7.0,1,mixte,B,0
6592,47,13,391.6,30.12,88.37,4,1,241,0.293,8.0,4,mixte,C,0
6593,70,7,173.68,24.81,51.31,1,1,14,0.088,7.0,5,mixte,E,0
6594,33,5,221.06,44.21,57.42,8,3,49,0.222,7.0,1,web,E,0
6595,26,0,0.0,0.0,0.0,0,1,22,0.288,7.0,2,web,E,0
6596,32,2,138.42,69.21,60.04,1,0,145,0.123,10.0,2,magasin,D,0
6597,17,0,0.0,0.0,0.0,2,2,239,0.194,3.0,1,magasin,B,0
6598,19,1,38.73,38.73,15.41,2,1,24,0.013,10.0,2,mixte,E,0
6599,19,1,18.64,18.64,5.67,2,1,188,0.317,9.0,1,web,D,0
6600,19,12,213.83,17.82,59.3,3,0,131,0.11,10.0,2,magasin,B,0
6601,37,4,103.14,25.78,24.32,3,1,125,0.232,10.0,1,magasin,D,0
6602,18,0,0.0,0.0,0.0,0,0,730,0.142,6.0,1,web,B,0
6603,46,5,431.92,86.38,175.96,5,2,29,0.07,9.0,1,magasin,B,0
6604,29,3,134.35,44.78,50.2,4,1,130,0.2,7.0,3,magasin,A,0
6605,62,4,115.1,28.78,40.84,3,0,137,0.166,7.0,1,web,B,0
6606,50,0,0.0,0.0,0.0,0,1,341,0.398,6.0,1,web,E,0
6607,18,5,218.21,43.64,95.55,4,1,85,0.124,8.0,1,web,B,0
6608,48,1,33.55,33.55,9.7,3,0,308,0.344,5.0,1,web,E,0
6609,40,11,196.76,17.89,43.71,1,2,114,0.163,8.0,5,magasin,C,0
6610,44,3,86.68,28.89,28.48,1,0,106,0.318,9.0,1,web,A,0
6611,9,0,0.0,0.0,0.0,0,0,900,0.132,8.0,1,web,E,0
6612,45,0,0.0,0.0,0.0,0,1,649,0.025,6.0,1,magasin,A,0
6613,19,1,53.48,53.48,19.02,2,0,86,0.152,6.0,5,web,C,0
6614,62,0,0.0,0.0,0.0,0,0,900,0.051,6.0,3,web,B,0
6615,47,25,987.73,39.51,304.15,6,0,12,0.07,9.0,3,mixte,C,0
6616,19,2,75.62,37.81,22.67,3,1,64,0.106,7.0,1,web,B,0
6617,23,8,182.11,22.76,48.03,0,1,5,0.209,9.0,1,web,E,0
6618,28,3,40.36,13.45,12.49,2,0,107,0.221,9.0,3,mixte,B,0
6619,30,7,242.08,34.58,91.36,5,0,94,0.055,5.0,5,web,B,0
6620,37,0,0.0,0.0,0.0,0,1,164,0.277,7.0,3,magasin,A,0
6621,46,0,0.0,0.0,0.0,0,0,659,0.292,10.0,2,magasin,D,0
6622,62,2,16.0,8.0,2.66,0,0,151,0.396,10.0,1,web,B,0
6623,33,9,291.41,32.38,84.21,1,1,192,0.216,10.0,2,web,C,0
6624,17,3,110.05,36.68,33.18,4,0,54,0.265,8.0,5,web,C,0
6625,28,0,0.0,0.0,0.0,4,1,107,0.0,9.0,2,web,A,0
6626,46,0,0.0,0.0,0.0,0,1,900,0.208,9.0,2,web,D,0
6627,30,4,379.74,94.94,151.32,5,2,38,0.108,5.0,1,magasin,B,0
6628,61,0,0.0,0.0,0.0,0,0,900,0.093,7.0,1,web,D,0
6629,50,1,40.11,40.11,13.34,0,0,210,0.177,8.0,1,web,D,0
6630,52,3,56.86,18.95,20.68,1,0,110,0.096,6.0,1,web,A,0
6631,53,3,63.5,21.17,16.49,4,2,338,0.203,8.0,3,web,B,0
6632,41,2,45.51,22.76,13.15,1,0,167,0.218,6.0,1,magasin,B,0
6633,95,2,43.88,21.94,13.02,3,1,80,0.172,5.0,1,web,B,0
6634,1,1,26.87,26.87,11.27,0,2,427,0.257,8.0,1,mixte,A,0
6635,95,7,115.82,16.55,31.93,0,1,180,0.068,7.0,1,mixte,D,0
6636,26,3,81.2,27.07,20.17,4,1,83,0.369,9.0,2,mixte,C,0
6637,30,0,0.0,0.0,0.0,0,4,900,0.037,3.0,2,mixte,D,1
6638,11,1,58.33,58.33,24.14,3,0,45,0.23,8.0,3,web,B,0
6639,96,7,375.6,53.66,142.59,6,0,35,0.013,7.0,3,mixte,A,0
6640,59,7,462.38,66.05,153.27,2,2,85,0.198,9.0,2,mixte,D,0
6641,36,3,77.81,25.94,23.43,5,1,148,0.387,5.0,7,magasin,B,0
6642,16,2,65.66,32.83,21.93,0,0,159,0.282,6.0,1,mixte,A,0
6643,3,0,0.0,0.0,0.0,2,2,341,0.387,7.0,2,web,D,0
6644,16,1,22.53,22.53,7.27,0,0,379,0.263,5.0,2,web,C,0
6645,36,1,31.19,31.19,10.15,0,2,900,0.122,7.0,4,magasin,D,1
6646,41,0,0.0,0.0,0.0,3,1,195,0.083,7.0,3,web,B,0
6647,90,0,0.0,0.0,0.0,0,3,872,0.141,5.0,2,mixte,A,1
6648,81,9,380.12,42.24,120.58,3,2,79,0.251,8.0,4,magasin,A,0
6649,5,0,0.0,0.0,0.0,0,0,729,0.217,6.0,1,magasin,E,0
6650,31,0,0.0,0.0,0.0,0,0,881,0.556,5.0,1,mixte,C,0
6651,53,5,216.9,43.38,70.01,4,0,35,0.164,9.0,2,magasin,C,0
6652,3,2,139.15,69.58,59.97,0,0,42,0.0,7.0,1,web,B,0
6653,32,0,0.0,0.0,0.0,0,2,332,0.311,7.0,1,mixte,D,0
6654,19,0,0.0,0.0,0.0,0,1,599,0.385,5.0,1,magasin,A,0
6655,30,3,253.24,84.41,111.88,0,2,298,0.09,9.0,3,web,C,0
6656,53,6,328.39,54.73,125.49,0,0,459,0.21,8.0,3,magasin,B,0
6657,58,3,217.27,72.42,88.9,2,1,91,0.115,8.0,2,magasin,B,0
6658,17,0,0.0,0.0,0.0,0,0,199,0.172,7.0,1,magasin,A,0
6659,39,6,460.51,76.75,173.65,0,1,242,0.521,10.0,1,web,E,0
6660,9,0,0.0,0.0,0.0,0,0,358,0.245,7.0,1,mixte,A,0
6661,96,20,640.85,32.04,218.58,3,0,219,0.479,9.0,3,web,E,0
6662,75,25,1534.08,61.36,452.93,12,2,119,0.121,7.0,2,magasin,A,0
6663,1,0,0.0,0.0,0.0,0,0,654,0.231,5.0,1,magasin,A,0
6664,59,4,101.08,25.27,30.73,1,2,180,0.275,9.0,2,magasin,E,0
6665,50,0,0.0,0.0,0.0,0,0,507,0.239,4.0,2,mixte,E,0
6666,32,4,98.26,24.56,32.87,0,3,115,0.367,10.0,1,magasin,E,0
6667,21,3,42.49,14.16,12.3,0,0,248,0.329,8.0,1,web,A,0
6668,40,7,1415.52,202.22,742.88,2,0,128,0.155,9.0,5,magasin,A,0
6669,22,2,53.04,26.52,18.3,2,2,132,0.173,7.0,1,magasin,C,0
6670,74,0,0.0,0.0,0.0,1,1,117,0.306,7.0,2,mixte,C,0
6671,42,3,226.93,75.64,98.88,1,1,231,0.196,8.0,2,mixte,C,0
6672,24,5,221.69,44.34,85.3,3,0,14,0.119,10.0,2,web,A,0
6673,10,0,0.0,0.0,0.0,0,1,900,0.176,8.0,1,magasin,B,0
6674,1,0,0.0,0.0,0.0,0,0,541,0.057,7.0,1,magasin,B,0
6675,28,27,3873.51,143.46,1536.38,6,0,32,0.261,9.0,6,mixte,B,0
6676,4,2,123.31,61.66,53.63,0,0,28,0.021,8.0,1,magasin,D,0
6677,65,0,0.0,0.0,0.0,0,0,600,0.134,7.0,1,web,A,0
6678,23,5,109.65,21.93,38.24,1,0,367,0.21,9.0,1,web,D,0
6679,34,3,152.53,50.84,57.31,1,2,247,0.126,8.0,1,web,B,0
6680,23,14,700.46,50.03,232.65,10,3,85,0.173,10.0,3,web,D,0
6681,12,2,96.51,48.26,37.68,1,1,117,0.254,9.0,3,mixte,E,0
6682,11,0,0.0,0.0,0.0,0,1,174,0.248,7.0,1,mixte,D,0
6683,43,0,0.0,0.0,0.0,1,0,420,0.166,7.0,2,mixte,B,0
6684,36,1,21.46,21.46,6.67,1,0,317,0.243,6.0,1,web,C,0
6685,71,0,0.0,0.0,0.0,0,1,777,0.138,5.0,4,magasin,D,1
6686,1,1,22.1,22.1,8.64,2,1,63,0.068,7.0,1,magasin,D,0
6687,41,2,29.48,14.74,6.58,2,0,183,0.436,8.0,1,web,E,0
6688,42,0,0.0,0.0,0.0,0,0,630,0.361,8.0,1,web,A,0
6689,96,14,817.12,58.37,286.14,7,1,44,0.037,8.0,4,magasin,C,0
6690,37,22,997.3,45.33,299.31,13,2,4,0.061,8.0,1,web,D,0
6691,12,3,117.85,39.28,40.56,1,0,257,0.192,7.0,1,mixte,C,0
6692,22,7,306.94,43.85,98.77,3,0,215,0.381,8.0,1,magasin,B,0
6693,2,3,179.7,59.9,66.13,0,0,118,0.067,7.0,1,mixte,E,0
6694,45,5,137.68,27.54,50.49,4,1,69,0.13,7.0,5,magasin,B,0
6695,18,1,28.62,28.62,9.46,0,1,345,0.399,6.0,1,web,E,0
6696,15,0,0.0,0.0,0.0,0,0,338,0.239,8.0,1,web,D,0
6697,27,3,77.83,25.94,27.52,2,3,30,0.338,6.0,1,web,D,0
6698,12,2,64.17,32.08,21.0,0,0,35,0.105,9.0,2,web,D,0
6699,11,1,55.11,55.11,24.7,1,0,220,0.121,8.0,1,web,B,0
6700,42,5,162.56,32.51,48.4,3,0,70,0.113,10.0,4,magasin,E,0
6701,50,2,57.07,28.54,20.84,0,0,302,0.101,9.0,1,mixte,C,0
6702,83,25,3356.78,134.27,1425.31,12,0,68,0.046,7.0,3,magasin,E,0
6703,20,0,0.0,0.0,0.0,0,1,265,0.248,9.0,2,web,E,0
6704,40,18,1138.97,63.28,420.24,9,1,4,0.399,7.0,1,mixte,D,0
6705,13,1,38.62,38.62,13.11,1,0,304,0.278,7.0,1,magasin,C,0
6706,39,2,136.79,68.4,46.4,1,0,116,0.289,9.0,1,web,A,0
6707,12,0,0.0,0.0,0.0,0,2,808,0.157,8.0,1,mixte,A,0
6708,53,6,180.6,30.1,73.76,1,0,220,0.308,7.0,1,magasin,A,0
6709,33,7,854.36,122.05,340.98,4,0,81,0.261,8.0,3,mixte,E,0
6710,88,12,758.56,63.21,232.18,6,0,127,0.112,9.0,3,web,B,0
6711,38,6,289.82,48.3,92.91,4,1,65,0.216,8.0,3,mixte,C,0
6712,27,2,50.33,25.16,11.17,1,2,481,0.181,8.0,1,web,D,0
6713,40,3,143.7,47.9,46.02,0,4,65,0.252,7.0,1,magasin,C,0
6714,13,0,0.0,0.0,0.0,0,0,683,0.136,8.0,1,web,D,0
6715,24,0,0.0,0.0,0.0,3,2,78,0.119,7.0,1,web,D,0
6716,29,0,0.0,0.0,0.0,2,0,192,0.384,8.0,1,web,A,0
6717,28,2,207.56,103.78,86.26,3,0,63,0.041,7.0,1,web,B,0
6718,43,4,95.94,23.98,36.4,0,1,389,0.353,8.0,1,magasin,D,0
6719,44,1,30.19,30.19,11.05,1,0,59,0.064,8.0,1,web,A,0
6720,25,3,82.63,27.54,14.42,2,1,154,0.129,5.0,1,web,E,0
6721,62,21,1089.32,51.87,364.48,5,2,76,0.122,8.0,1,web,B,0
6722,49,10,579.82,57.98,177.12,3,7,63,0.173,9.0,2,web,B,0
6723,12,1,80.49,80.49,36.25,2,1,83,0.066,8.0,1,magasin,E,0
6724,41,1,16.27,16.27,4.4,0,0,155,0.253,6.0,2,mixte,C,0
6725,59,4,156.39,39.1,52.22,3,0,85,0.289,9.0,2,mixte,E,0
6726,1,0,0.0,0.0,0.0,0,0,407,0.106,7.0,1,magasin,D,0
6727,28,5,235.62,47.12,84.57,3,1,55,0.265,7.0,3,web,B,0
6728,46,1,36.4,36.4,12.57,1,0,32,0.388,10.0,3,magasin,B,0
6729,62,20,1117.7,55.89,328.46,12,1,44,0.144,9.0,3,magasin,C,0
6730,37,1,28.19,28.19,10.13,0,0,493,0.157,7.0,1,web,D,0
6731,66,13,1764.26,135.71,766.22,1,0,30,0.453,10.0,5,web,E,0
6732,11,3,111.0,37.0,41.24,0,0,550,0.148,8.0,1,mixte,A,0
6733,36,2,36.03,18.02,12.38,2,1,97,0.25,8.0,2,mixte,B,0
6734,50,1,37.49,37.49,12.82,1,0,91,0.41,5.0,1,web,A,0
6735,29,11,304.86,27.71,107.57,1,1,69,0.057,6.0,2,web,E,0
6736,38,6,758.39,126.4,358.96,7,1,84,0.229,9.0,3,web,B,0
6737,73,17,646.11,38.01,168.0,9,4,12,0.202,6.0,2,web,C,0
6738,35,13,597.63,45.97,204.77,1,0,120,0.066,10.0,1,web,B,0
6739,32,4,97.08,24.27,37.2,3,0,18,0.098,7.0,1,magasin,E,1
6740,36,0,0.0,0.0,0.0,1,3,70,0.298,4.0,1,web,A,0
6741,21,0,0.0,0.0,0.0,0,2,900,0.105,7.0,1,magasin,D,1
6742,16,17,539.57,31.74,175.63,9,3,43,0.045,10.0,3,mixte,E,0
6743,36,1,38.63,38.63,13.07,1,0,97,0.375,7.0,1,mixte,D,0
6744,25,11,1242.29,112.94,585.4,2,4,83,0.148,8.0,2,mixte,E,0
6745,23,4,125.21,31.3,48.96,2,0,325,0.127,10.0,2,magasin,B,0
6746,12,6,133.13,22.19,38.32,2,2,107,0.112,9.0,1,web,A,0
6747,78,4,86.7,21.68,25.8,1,0,280,0.227,6.0,1,mixte,A,0
6748,35,4,403.6,100.9,186.04,5,1,45,0.099,6.0,2,mixte,D,0
6749,27,4,40.77,10.19,8.29,1,2,134,0.19,6.0,1,magasin,B,1
6750,22,2,74.41,37.2,28.94,1,1,36,0.285,7.0,3,web,A,1
6751,56,3,77.63,25.88,20.59,3,3,196,0.336,8.0,2,web,D,0
6752,42,5,504.11,100.82,233.81,3,0,6,0.166,7.0,1,magasin,B,0
6753,82,0,0.0,0.0,0.0,2,0,242,0.584,9.0,1,mixte,B,0
6754,71,4,140.62,35.16,39.36,2,2,237,0.145,6.0,2,web,B,0
6755,43,3,81.9,27.3,31.35,1,0,223,0.052,8.0,1,magasin,A,0
6756,31,3,56.6,18.87,13.87,3,1,229,0.339,10.0,1,magasin,C,0
6757,30,0,0.0,0.0,0.0,0,0,666,0.021,7.0,1,web,A,0
6758,10,1,18.43,18.43,6.01,0,1,382,0.139,9.0,2,mixte,D,0
6759,46,23,2086.2,90.7,589.85,6,3,31,0.045,8.0,2,magasin,E,0
6760,96,11,1138.11,103.46,431.45,9,1,2,0.186,7.0,2,magasin,E,0
6761,40,11,257.66,23.42,55.74,6,3,34,0.269,9.0,3,mixte,E,0
6762,16,0,0.0,0.0,0.0,0,4,885,0.154,8.0,1,web,B,1
6763,13,3,237.11,79.04,101.77,2,1,140,0.244,7.0,3,web,E,0
6764,42,18,976.87,54.27,329.24,12,0,16,0.136,6.0,2,magasin,B,0
6765,34,2,39.39,19.7,12.22,2,1,162,0.196,10.0,2,mixte,A,0
6766,30,2,27.33,13.66,7.37,0,0,199,0.344,7.0,1,mixte,D,0
6767,33,22,572.99,26.04,117.91,10,1,27,0.168,9.0,1,web,C,0
6768,74,1,37.4,37.4,9.76,0,2,526,0.039,6.0,1,magasin,E,0
6769,48,25,1610.16,64.41,510.11,6,2,55,0.431,10.0,1,web,A,0
6770,18,0,0.0,0.0,0.0,0,2,516,0.099,4.0,2,magasin,C,0
6771,35,7,227.25,32.46,67.25,4,0,150,0.196,7.0,1,web,D,0
6772,20,25,3286.07,131.44,1224.79,11,0,14,0.326,6.0,1,web,B,0
6773,39,2,80.93,40.47,24.68,1,0,513,0.105,9.0,1,web,D,0
6774,33,2,100.87,50.44,39.59,0,2,67,0.375,8.0,2,web,E,0
6775,17,3,75.51,25.17,31.54,0,0,33,0.238,7.0,2,magasin,C,0
6776,84,10,417.9,41.79,137.01,3,0,187,0.146,7.0,2,magasin,B,0
6777,7,1,34.25,34.25,10.82,1,0,31,0.458,8.0,1,magasin,E,0
6778,48,6,171.04,28.51,63.17,2,1,140,0.376,7.0,1,web,B,0
6779,19,0,0.0,0.0,0.0,0,3,186,0.162,8.0,1,web,B,0
6780,45,16,557.53,34.85,146.05,8,0,23,0.19,8.0,3,web,B,0
6781,91,8,160.34,20.04,48.87,5,0,96,0.351,9.0,2,magasin,E,0
6782,32,4,109.4,27.35,35.2,4,1,135,0.232,9.0,1,magasin,B,0
6783,23,0,0.0,0.0,0.0,0,0,900,0.447,7.0,1,magasin,E,1
6784,34,13,365.6,28.12,115.82,10,1,75,0.124,8.0,2,magasin,A,0
6785,62,0,0.0,0.0,0.0,0,0,900,0.318,6.0,1,magasin,B,0
6786,21,1,23.14,23.14,7.47,1,1,426,0.335,7.0,1,web,E,0
6787,9,2,37.66,18.83,11.6,1,1,88,0.182,7.0,1,web,B,0
6788,48,1,31.47,31.47,13.58,5,1,21,0.172,7.0,1,web,A,0
6789,6,0,0.0,0.0,0.0,0,0,900,0.054,6.0,1,magasin,A,0
6790,14,2,116.44,58.22,48.21,0,3,759,0.013,6.0,1,web,A,0
6791,96,7,459.28,65.61,176.22,2,0,102,0.082,9.0,1,web,C,0
6792,20,0,0.0,0.0,0.0,0,0,900,0.535,8.0,1,mixte,E,0
6793,36,4,144.86,36.22,50.49,3,1,7,0.109,8.0,1,web,A,0
6794,28,3,91.51,30.5,33.12,0,0,209,0.092,8.0,1,mixte,A,0
6795,53,3,220.16,73.39,81.8,0,0,213,0.26,10.0,1,web,A,0
6796,30,24,2668.4,111.18,1108.67,7,1,147,0.072,10.0,4,mixte,B,0
6797,23,1,58.07,58.07,24.11,1,2,137,0.2,6.0,1,magasin,E,0
6798,19,4,206.49,51.62,78.7,2,0,6,0.162,9.0,5,mixte,D,0
6799,42,0,0.0,0.0,0.0,0,0,900,0.103,7.0,3,web,E,0
6800,28,15,485.78,32.39,141.43,2,3,76,0.419,8.0,1,web,D,0
6801,17,2,111.59,55.8,38.51,4,0,41,0.175,6.0,1,magasin,C,0
6802,61,6,226.79,37.8,85.58,5,1,66,0.115,10.0,4,web,E,0
6803,23,8,220.92,27.62,75.25,4,2,48,0.397,6.0,4,magasin,C,0
6804,57,12,495.86,41.32,181.57,4,1,40,0.233,9.0,1,web,B,0
6805,52,5,117.46,23.49,41.84,2,1,154,0.301,8.0,1,web,E,0
6806,21,0,0.0,0.0,0.0,0,1,342,0.254,8.0,1,magasin,C,0
6807,26,10,237.2,23.72,64.1,4,1,57,0.168,8.0,2,mixte,D,0
6808,66,4,253.28,63.32,88.8,1,0,45,0.015,9.0,1,web,C,0
6809,22,7,144.51,20.64,45.56,4,1,22,0.352,8.0,5,mixte,D,0
6810,41,1,47.61,47.61,20.8,0,0,224,0.103,8.0,1,web,B,0
6811,18,0,0.0,0.0,0.0,1,0,588,0.02,9.0,3,magasin,B,0
6812,41,0,0.0,0.0,0.0,0,1,744,0.332,9.0,2,mixte,E,0
6813,18,4,486.13,121.53,205.12,0,1,468,0.288,8.0,1,web,E,0
6814,1,1,23.68,23.68,8.07,0,0,687,0.143,7.0,1,mixte,D,0
6815,94,3,118.41,39.47,47.27,1,1,224,0.05,7.0,1,web,E,0
6816,50,4,122.19,30.55,34.68,0,0,95,0.118,8.0,1,magasin,C,0
6817,3,0,0.0,0.0,0.0,0,0,763,0.379,9.0,1,magasin,E,0
6818,22,0,0.0,0.0,0.0,1,1,900,0.113,9.0,3,web,B,0
6819,18,9,202.93,22.55,61.73,0,0,70,0.102,8.0,2,magasin,A,0
6820,65,0,0.0,0.0,0.0,1,0,112,0.217,8.0,1,mixte,E,0
6821,29,4,114.73,28.68,43.53,2,2,183,0.209,10.0,1,web,C,0
6822,51,0,0.0,0.0,0.0,0,4,707,0.227,3.0,1,web,E,0
6823,65,30,3767.87,125.6,1776.78,9,2,53,0.513,7.0,2,web,A,0
6824,39,13,334.82,25.76,118.26,3,1,21,0.183,10.0,1,mixte,C,0
6825,40,8,423.89,52.99,95.0,3,0,166,0.186,6.0,2,magasin,A,0
6826,32,6,123.17,20.53,33.75,5,2,95,0.443,10.0,3,magasin,E,0
6827,36,1,23.78,23.78,9.42,0,0,180,0.15,8.0,1,mixte,B,0
6828,32,0,0.0,0.0,0.0,0,0,57,0.267,8.0,2,mixte,B,0
6829,7,2,83.81,41.9,31.51,1,0,263,0.13,9.0,3,web,B,0
6830,33,0,0.0,0.0,0.0,0,1,900,0.289,7.0,2,web,A,0
6831,12,3,166.73,55.58,61.35,1,0,280,0.324,10.0,1,mixte,B,0
6832,72,5,235.84,47.17,69.82,0,2,14,0.186,7.0,1,mixte,D,0
6833,95,7,480.09,68.58,179.07,3,0,40,0.334,7.0,1,web,D,0
6834,61,2,68.3,34.15,25.31,1,0,117,0.255,8.0,1,mixte,C,0
6835,85,5,243.34,48.67,69.6,10,0,117,0.027,7.0,2,web,B,0
6836,45,4,157.71,39.43,50.6,0,2,110,0.309,8.0,4,magasin,E,0
6837,96,4,150.49,37.62,61.7,6,0,8,0.329,8.0,4,web,C,0
6838,46,0,0.0,0.0,0.0,0,0,866,0.136,8.0,2,web,B,0
6839,37,15,984.51,65.63,325.92,6,0,27,0.415,10.0,2,magasin,B,0
6840,31,3,102.97,34.32,34.08,0,1,57,0.216,7.0,4,magasin,D,0
6841,53,20,2046.97,102.35,899.84,3,2,135,0.197,6.0,4,magasin,B,0
