id,date_ref,anciennete_mois,facture_moy,evol_facture,appels_service,conso_data_go,engagement,promos_recues,churn_90j
A0137494,2025-10-01,10,23.17,-0.124,0,20.8,1,0,0
A0101124,2025-10-01,47,41.72,0.009,0,24.7,1,2,0
A0199456,2025-10-01,11,13.22,-0.056,1,3.9,1,0,0
A0014376,2025-10-01,73,26.55,0.4,1,20.1,0,1,0
A0165534,2025-10-01,33,67.64,0.037,0,7.4,1,0,0
A0079489,2025-10-01,45,43.67,0.059,0,23.6,1,0,0
A0079651,2025-10-01,45,17.16,-0.132,2,14.9,1,1,0
A0146475,2025-10-01,38,47.03,0.03,1,7.8,1,1,0
A0110425,2025-10-01,13,20.31,0.04,0,5.4,1,2,0
A0047966,2025-10-01,32,40.36,0.084,0,11.3,1,0,0
A0011925,2025-10-01,28,51.28,-0.033,0,15.0,1,1,0
A0131964,2025-10-01,52,29.96,0.113,0,9.2,1,2,0
A0029254,2025-10-01,80,37.25,0.127,1,20.9,0,2,0
A0026338,2025-10-01,11,58.73,0.266,1,15.0,1,2,0
A0085671,2025-10-01,63,49.25,-0.157,1,6.6,1,2,0
A0048308,2025-10-01,25,20.89,-0.314,0,28.8,0,0,0
A0177435,2025-10-01,54,25.5,0.007,1,12.2,1,0,0
A0136199,2025-10-01,60,39.11,0.174,0,5.7,1,1,0
A0054378,2025-10-01,77,56.85,0.283,0,22.4,1,1,0
A0168961,2025-10-01,4,13.46,0.227,1,17.2,0,2,0
A0054809,2025-10-01,88,21.09,0.086,1,7.0,1,0,0
A0166663,2025-10-01,68,31.87,-0.069,1,8.0,1,4,0
A0145950,2025-10-01,47,36.59,0.299,0,3.6,1,0,0
A0107859,2025-10-01,55,42.14,0.182,0,2.6,0,1,0
A0136040,2025-10-01,81,37.79,-0.005,0,17.0,0,1,0
A0181930,2025-10-01,27,34.86,0.003,1,18.1,1,0,0
A0165226,2025-10-01,91,30.57,0.086,0,7.0,1,0,0
A0075147,2025-10-01,34,34.63,-0.109,1,10.8,0,1,0
A0080045,2025-10-01,89,41.14,-0.141,2,11.6,1,2,0
A0060877,2025-10-01,31,17.83,-0.091,1,5.3,1,3,0
A0082054,2025-10-01,49,58.27,-0.283,1,27.1,0,1,1
A0174747,2025-10-01,50,55.61,-0.078,2,13.4,0,1,0
A0147142,2025-10-01,42,87.87,-0.082,0,3.8,0,1,0
A0040073,2025-10-01,69,14.42,-0.135,0,8.7,0,2,0
A0001928,2025-10-01,90,46.18,-0.057,0,6.0,1,0,0
A0158565,2025-10-01,9,30.09,-0.039,0,19.0,1,2,0
A0108448,2025-10-01,60,32.81,0.17,2,21.5,1,1,0
A0193854,2025-10-01,86,32.67,-0.086,1,12.4,1,2,0
A0149354,2025-10-01,80,24.45,0.147,1,18.0,1,4,0
A0068638,2025-10-01,13,8.22,-0.063,2,16.1,0,0,0
A0155100,2025-10-01,43,30.39,0.018,0,8.4,0,1,0
A0071657,2025-10-01,10,44.91,0.099,0,16.8,1,0,0
A0033897,2025-10-01,42,51.26,0.057,1,6.6,1,4,0
A0142499,2025-10-01,63,28.16,-0.0,0,10.0,1,1,0
A0173988,2025-10-01,9,13.33,-0.091,1,10.2,1,0,0
A0047411,2025-10-01,40,24.22,-0.233,0,6.9,0,2,0
A0002858,2025-10-01,79,31.7,-0.175,2,16.0,0,3,0
A0009827,2025-10-01,25,15.89,-0.019,1,17.1,0,0,0
A0049813,2025-10-01,37,23.82,0.071,1,23.5,0,2,0
A0162358,2025-10-01,38,27.58,0.146,1,11.7,0,2,0
A0124633,2025-10-01,66,30.39,-0.017,0,2.1,1,4,0
A0051237,2025-10-01,59,50.63,0.102,0,3.9,0,0,0
A0049444,2025-10-01,55,11.15,0.167,0,12.6,1,0,0
A0135756,2025-10-01,64,10.5,0.215,2,12.1,0,1,0
A0038843,2025-10-01,32,25.96,-0.028,1,15.9,1,1,0
A0185383,2025-10-01,65,63.1,-0.129,0,22.8,1,1,0
A0131505,2025-10-01,78,12.3,-0.042,0,11.2,1,1,0
A0010006,2025-10-01,18,26.88,0.045,0,7.4,0,2,0
A0097104,2025-10-01,82,37.59,0.089,0,12.8,0,0,0
A0018440,2025-10-01,48,35.86,0.031,1,7.1,1,1,0
A0030887,2025-10-01,38,23.05,-0.013,3,11.6,0,2,0
A0091985,2025-10-01,25,16.39,-0.013,0,8.8,0,0,0
A0092398,2025-10-01,55,54.95,-0.072,0,6.0,1,0,0
A0196528,2025-10-01,56,26.76,-0.178,1,12.7,0,1,0
A0008086,2025-10-01,5,60.28,0.132,3,14.6,0,0,0
A0118540,2025-10-01,47,14.06,-0.015,0,8.9,1,1,0
A0103314,2025-10-01,31,8.39,-0.035,0,5.3,1,2,0
A0083609,2025-10-01,11,39.07,-0.054,0,8.9,1,2,0
A0179312,2025-10-01,13,39.51,0.085,2,11.7,1,1,0
A0163594,2025-10-01,4,21.56,-0.113,0,7.7,0,2,0
A0111922,2025-10-01,69,52.06,0.013,0,24.1,0,1,0
A0092189,2025-10-01,95,38.69,0.068,1,20.9,1,1,0
A0130174,2025-10-01,17,44.29,-0.036,0,15.1,0,0,0
A0055370,2025-10-01,64,37.79,-0.156,0,19.2,1,1,0
A0114701,2025-10-01,13,35.15,-0.023,0,16.4,1,1,0
A0194997,2025-10-01,7,49.84,0.132,0,7.1,0,1,0
A0103583,2025-10-01,49,33.65,0.04,0,6.6,0,2,0
A0179595,2025-10-01,6,29.12,-0.023,0,15.6,0,0,0
A0162485,2025-10-01,69,33.36,-0.031,1,6.2,1,1,0
A0009085,2025-10-01,92,14.67,0.275,2,18.3,0,1,0
A0183476,2025-10-01,79,24.83,-0.025,1,18.9,0,1,0
A0015896,2025-10-01,58,22.38,-0.08,3,11.0,0,0,0
A0070739,2025-10-01,25,21.95,-0.272,0,8.6,1,0,0
A0035085,2025-10-01,22,45.98,0.015,0,25.7,0,1,0
A0167085,2025-10-01,47,57.88,-0.126,0,6.9,1,0,0
A0107534,2025-10-01,45,16.04,0.057,0,4.5,0,2,0
A0013159,2025-10-01,12,47.85,-0.05,0,2.9,0,0,0
A0043975,2025-10-01,66,87.42,0.21,2,8.6,0,0,0
A0097356,2025-10-01,69,43.75,-0.077,2,25.8,1,1,0
A0177755,2025-10-01,59,39.86,-0.093,1,8.3,1,0,0
A0041035,2025-10-01,42,19.13,-0.117,0,4.8,0,0,0
A0029067,2025-10-01,4,18.46,-0.085,3,12.5,1,1,1
A0053909,2025-10-01,88,13.79,-0.09,1,16.2,1,0,0
A0128054,2025-10-01,20,45.88,-0.068,0,8.2,0,1,0
A0109595,2025-10-01,60,39.22,0.018,0,5.6,1,1,0
A0121921,2025-10-01,44,28.41,0.032,2,22.9,1,3,0
A0193263,2025-10-01,38,43.25,0.099,1,3.3,1,1,0
A0090259,2025-10-01,47,13.91,-0.007,0,6.5,1,2,0
A0171299,2025-10-01,11,35.21,0.086,1,13.7,0,0,0
A0067899,2025-10-01,21,27.81,0.153,2,13.5,0,4,0
A0153472,2025-10-01,95,32.0,-0.01,0,2.5,1,0,0
A0113189,2025-10-01,85,25.41,0.146,0,12.4,1,1,0
A0078425,2025-10-01,13,59.52,0.075,0,25.7,1,1,0
A0074579,2025-10-01,59,11.25,0.126,0,9.9,0,0,0
A0113840,2025-10-01,53,40.14,0.192,0,1.0,0,1,0
A0048003,2025-10-01,54,34.88,0.126,2,16.0,1,0,1
A0121637,2025-10-01,61,46.34,-0.114,1,6.5,1,0,0
A0126878,2025-10-01,9,28.05,0.077,0,22.5,1,0,0
A0024849,2025-10-01,29,22.38,-0.185,0,8.8,0,1,0
A0128944,2025-10-01,6,42.36,0.107,1,10.1,0,0,0
A0144419,2025-10-01,20,53.1,-0.089,2,11.3,1,2,0
A0001894,2025-10-01,83,20.2,0.075,1,17.9,1,1,0
A0191566,2025-10-01,47,38.24,-0.223,2,3.5,0,1,0
A0163880,2025-10-01,44,57.89,0.096,1,14.9,0,1,0
A0057208,2025-10-01,16,19.96,-0.043,0,19.3,1,3,0
A0037481,2025-10-01,56,58.19,0.098,2,5.0,1,1,0
A0104968,2025-10-01,50,40.21,-0.118,1,16.2,1,3,0
A0141921,2025-10-01,5,54.32,-0.169,0,10.1,0,1,0
A0133558,2025-10-01,1,25.92,0.043,0,32.3,1,0,0
A0045456,2025-10-01,18,12.28,0.084,1,23.4,1,0,0
A0152251,2025-10-01,17,19.28,0.172,0,3.2,0,1,0
A0079818,2025-10-01,37,35.42,-0.221,1,3.3,1,1,0
A0133575,2025-10-01,76,52.29,-0.134,0,12.0,0,1,0
A0004733,2025-10-01,18,13.67,-0.073,0,6.8,1,0,0
A0141194,2025-10-01,27,25.73,0.192,0,4.1,0,1,0
A0032400,2025-10-01,79,29.2,-0.075,0,9.3,1,0,0
A0140344,2025-10-01,78,30.41,0.005,0,4.4,1,1,0
A0185485,2025-10-01,82,25.31,0.175,1,14.1,1,1,0
A0148237,2025-10-01,81,49.03,0.085,0,15.0,1,1,0
A0091071,2025-10-01,35,14.2,0.218,0,34.0,1,0,0
A0064295,2025-10-01,25,17.47,0.084,0,4.0,1,1,0
A0095872,2025-10-01,63,31.75,-0.147,1,7.5,0,1,0
A0085557,2025-10-01,36,15.84,0.093,2,16.8,1,1,0
A0107033,2025-10-01,82,14.21,0.197,0,11.6,0,1,0
A0175184,2025-10-01,10,9.97,0.223,0,6.9,0,1,0
A0127298,2025-10-01,54,35.19,0.157,1,10.4,1,3,0
A0038772,2025-10-01,46,71.33,0.148,1,3.1,1,1,0
A0189675,2025-10-01,94,52.16,0.257,0,28.7,1,1,0
A0127585,2025-10-01,90,12.43,0.221,1,4.2,0,2,0
A0020871,2025-10-01,68,53.76,0.135,2,12.1,0,1,0
A0113414,2025-10-01,64,23.95,0.04,0,13.3,1,3,0
A0101315,2025-10-01,27,19.28,-0.026,0,8.0,0,1,0
A0079616,2025-10-01,71,21.71,0.083,0,11.8,0,1,0
A0119387,2025-10-01,13,32.49,0.045,0,15.5,0,2,0
A0141240,2025-10-01,43,30.14,0.202,2,15.1,0,1,0
A0116369,2025-10-01,34,23.07,-0.095,0,11.2,1,0,0
A0038000,2025-10-01,63,40.67,-0.044,0,14.2,1,1,0
A0046987,2025-10-01,52,46.21,0.173,0,8.9,1,0,0
A0104160,2025-10-01,14,30.12,0.19,1,30.0,1,2,0
A0065789,2025-10-01,57,33.53,0.222,1,4.2,0,1,0
A0017279,2025-10-01,55,25.71,-0.11,1,4.5,0,3,0
A0102814,2025-10-01,44,47.23,-0.045,1,16.7,1,1,0
A0064782,2025-10-01,26,78.11,0.16,0,3.8,1,1,0
A0166899,2025-10-01,53,31.86,0.091,0,9.2,1,1,0
A0150320,2025-10-01,19,49.51,-0.0,0,6.0,0,0,0
A0046135,2025-10-01,76,23.76,-0.097,0,11.0,0,2,0
A0127429,2025-10-01,45,23.75,-0.012,0,16.0,1,0,0
A0184153,2025-10-01,10,11.63,0.136,1,1.3,0,1,0
A0003047,2025-10-01,79,28.47,0.033,0,11.4,1,1,0
A0028075,2025-10-01,67,46.25,0.128,0,6.0,1,0,0
A0108670,2025-10-01,27,26.4,0.048,0,10.0,1,2,0
A0004175,2025-10-01,19,25.97,0.038,0,10.8,1,3,0
A0071806,2025-10-01,32,14.44,-0.031,1,14.6,1,1,0
A0089978,2025-10-01,72,32.36,0.049,1,31.6,1,1,0
A0182717,2025-10-01,45,42.26,0.193,1,8.3,1,0,1
A0027775,2025-10-01,25,36.94,-0.271,1,7.5,0,3,0
A0120451,2025-10-01,78,21.86,-0.059,1,31.5,1,2,0
A0064153,2025-10-01,15,65.07,0.024,0,10.0,1,1,0
A0058631,2025-10-01,72,35.12,-0.106,0,8.1,0,2,0
A0011877,2025-10-01,76,15.43,0.123,0,7.5,0,0,0
A0094979,2025-10-01,16,11.22,0.249,1,8.1,0,1,0
A0073441,2025-10-01,17,27.49,0.301,0,11.8,1,2,0
A0196398,2025-10-01,82,14.57,0.427,1,13.6,0,0,0
A0124333,2025-10-01,40,29.25,0.06,0,7.1,0,2,0
A0002060,2025-10-01,49,66.53,0.086,0,17.1,1,0,0
A0163564,2025-10-01,82,43.18,-0.076,0,24.5,0,1,0
A0054427,2025-10-01,46,10.42,-0.101,0,37.5,1,2,0
A0011549,2025-10-01,41,40.34,0.285,1,6.3,1,0,0
A0049288,2025-10-01,57,29.14,-0.015,2,8.4,0,2,0
A0198258,2025-10-01,83,39.8,-0.199,0,10.3,1,2,0
A0006931,2025-10-01,1,34.27,0.087,0,15.6,0,1,0
A0142518,2025-10-01,59,32.55,-0.147,1,9.5,1,0,0
A0075685,2025-10-01,93,26.4,0.052,0,19.1,1,1,0
A0019711,2025-10-01,93,33.6,0.005,0,13.5,1,1,0
A0159774,2025-10-01,1,8.04,-0.03,0,10.6,1,1,0
A0123427,2025-10-01,73,38.55,-0.054,0,8.2,0,1,0
A0164938,2025-10-01,30,19.48,-0.189,1,14.5,1,0,0
A0197383,2025-10-01,14,61.54,-0.2,2,22.7,1,1,0
A0089372,2025-10-01,56,37.63,0.283,0,7.8,1,1,0
A0159177,2025-10-01,20,25.15,-0.146,0,10.4,1,4,0
A0129538,2025-10-01,82,38.26,-0.008,0,10.2,1,3,0
A0074602,2025-10-01,31,42.24,-0.056,0,7.3,0,2,0
A0039309,2025-10-01,69,50.59,-0.01,0,21.6,0,3,0
A0176455,2025-10-01,41,15.72,-0.102,4,6.7,1,0,0
A0071535,2025-10-01,52,29.62,-0.037,0,27.3,1,1,0
A0044416,2025-10-01,32,32.14,-0.075,0,10.0,1,0,0
A0105815,2025-10-01,71,36.63,0.061,0,8.3,1,0,0
A0067376,2025-10-01,50,36.38,-0.137,0,15.5,1,1,0
A0124028,2025-10-01,68,25.96,0.248,1,8.0,1,0,0
A0122593,2025-10-01,43,53.37,0.038,1,4.3,1,1,0
A0108670,2025-10-01,87,32.56,0.111,0,27.0,1,1,0
A0167955,2025-10-01,73,14.09,0.167,0,16.8,0,2,0
A0193972,2025-10-01,36,39.73,-0.064,0,6.6,0,1,0
A0058307,2025-10-01,5,16.92,-0.247,0,13.2,1,2,0
A0166471,2025-10-01,42,52.14,-0.406,1,27.5,0,0,0
A0182464,2025-10-01,92,7.63,0.088,0,29.6,0,0,0
A0036417,2025-10-01,52,34.17,0.185,0,21.4,1,2,0
A0016471,2025-10-01,81,15.17,-0.057,1,3.4,0,3,0
A0192095,2025-10-01,46,8.24,-0.008,0,11.7,1,1,0
A0088589,2025-10-01,54,45.74,-0.131,1,36.3,0,2,0
A0192499,2025-10-01,47,29.29,0.196,1,5.0,1,1,0
A0059610,2025-10-01,73,15.33,0.196,2,22.3,0,0,0
A0124519,2025-10-01,6,28.93,0.159,0,10.2,1,1,0
A0163853,2025-10-01,38,15.99,0.263,4,11.1,1,0,1
A0114289,2025-10-01,70,2.64,-0.421,0,25.7,1,2,0
A0116837,2025-10-01,29,72.98,-0.022,0,10.6,1,0,0
A0130230,2025-10-01,83,42.99,0.066,0,16.7,1,1,0
A0137619,2025-10-01,60,17.66,-0.13,0,16.1,0,1,0
A0064640,2025-10-01,78,47.31,-0.012,0,17.4,1,1,0
A0039932,2025-10-01,85,34.88,0.044,1,3.8,1,1,0
A0037305,2025-10-01,72,71.92,0.049,0,2.9,0,1,0
A0040970,2025-10-01,64,16.24,-0.022,0,15.4,1,0,0
A0125073,2025-10-01,89,50.76,-0.361,0,21.7,0,2,0
A0176058,2025-10-01,58,22.15,-0.078,0,8.0,1,2,0
A0103149,2025-10-01,37,16.42,-0.062,1,17.6,1,1,0
A0114805,2025-10-01,33,22.3,0.369,0,7.3,1,4,0
A0113439,2025-10-01,85,28.61,0.136,0,9.2,1,0,0
A0177720,2025-10-01,27,40.13,0.131,0,6.6,1,2,0
A0177166,2025-10-01,79,39.97,-0.306,0,6.4,1,2,0
A0019835,2025-10-01,45,59.43,-0.132,1,5.0,0,5,0
A0127783,2025-10-01,13,29.77,-0.112,0,24.4,1,1,0
A0146164,2025-10-01,95,36.94,0.372,0,16.6,0,2,0
A0029842,2025-10-01,61,31.56,-0.315,0,17.5,1,0,0
A0147636,2025-10-01,10,13.97,-0.22,0,3.4,1,1,0
A0057561,2025-10-01,85,13.15,0.011,0,6.5,0,1,0
A0162092,2025-10-01,16,7.51,0.167,0,9.1,0,0,0
A0103313,2025-10-01,33,54.35,0.011,1,11.4,0,0,0
A0104235,2025-10-01,46,62.93,-0.134,1,19.9,1,1,0
A0181472,2025-10-01,54,35.17,-0.098,0,6.1,1,0,0
A0123470,2025-10-01,71,30.58,-0.124,0,34.1,0,2,0
A0025972,2025-10-01,95,33.65,0.29,1,8.4,1,2,0
A0094793,2025-10-01,15,9.19,-0.003,1,12.8,0,2,0
A0017739,2025-10-01,79,34.45,-0.408,0,11.7,1,2,0
A0146513,2025-10-01,58,18.22,0.023,1,10.8,1,0,0
A0012039,2025-10-01,76,69.04,-0.059,2,3.6,1,1,0
A0048842,2025-10-01,60,16.91,-0.021,0,22.1,0,1,0
A0006985,2025-10-01,84,17.47,0.131,1,4.5,0,0,0
A0168459,2025-10-01,3,26.68,-0.089,0,11.3,0,1,0
A0027248,2025-10-01,55,11.1,-0.071,1,18.3,0,1,0
A0024517,2025-10-01,53,50.63,-0.442,1,16.5,0,0,0
A0074071,2025-10-01,67,22.77,-0.203,2,13.5,1,2,0
A0065940,2025-10-01,24,39.69,0.153,0,27.7,1,3,0
A0161157,2025-10-01,84,54.99,-0.077,0,5.4,0,2,0
A0023897,2025-10-01,92,21.52,0.163,1,9.7,1,1,0
A0102086,2025-10-01,3,16.07,-0.043,0,7.3,0,0,0
A0075387,2025-10-01,79,20.4,-0.01,0,10.3,0,0,0
A0117368,2025-10-01,20,35.42,-0.218,0,9.9,0,3,0
A0010428,2025-10-01,85,28.79,-0.146,2,4.4,0,2,0
A0175612,2025-10-01,37,23.45,-0.156,0,10.4,0,0,0
A0065330,2025-10-01,32,41.09,0.018,0,8.8,1,1,0
A0095033,2025-10-01,1,21.75,-0.063,1,25.9,1,1,0
A0179913,2025-10-01,54,58.09,-0.006,0,4.2,0,0,0
A0108794,2025-10-01,21,46.57,0.196,1,29.4,0,1,0
A0045293,2025-10-01,39,16.08,-0.002,0,7.5,1,1,0
A0110886,2025-10-01,54,18.87,0.004,1,13.2,0,0,0
A0000073,2025-10-01,22,67.22,-0.258,2,8.2,0,0,0
A0067989,2025-10-01,61,11.15,0.168,0,15.2,0,0,0
A0182003,2025-10-01,68,17.99,0.092,0,5.8,0,1,0
A0160487,2025-10-01,16,18.44,-0.053,0,7.0,0,0,0
A0020888,2025-10-01,10,12.02,0.239,1,8.1,0,0,0
A0199722,2025-10-01,5,58.95,0.007,0,23.8,1,2,0
A0199049,2025-10-01,26,5.96,0.217,1,20.1,0,0,0
A0139564,2025-10-01,94,34.6,0.15,1,4.0,0,1,0
A0175139,2025-10-01,34,35.14,-0.165,0,10.2,1,1,0
A0182085,2025-10-01,93,20.67,0.032,0,11.0,1,0,0
A0189135,2025-10-01,71,23.1,-0.022,0,11.3,0,2,0
A0047941,2025-10-01,8,58.35,-0.132,0,3.5,0,2,0
A0035084,2025-10-01,10,57.44,-0.034,2,26.2,0,2,0
A0097214,2025-10-01,29,14.13,0.084,2,8.0,0,1,0
A0166277,2025-10-01,13,32.7,0.029,1,12.6,1,2,0
A0012324,2025-10-01,58,11.01,-0.116,1,10.3,1,0,0
A0014121,2025-10-01,75,42.49,-0.106,1,4.7,0,2,0
A0095892,2025-10-01,84,9.93,0.11,1,12.6,1,0,0
A0191160,2025-10-01,1,21.44,0.132,0,6.6,0,1,0
A0015542,2025-10-01,95,58.48,-0.053,0,17.9,1,0,0
A0082677,2025-10-01,20,38.01,0.03,1,23.3,0,1,1
A0171548,2025-10-01,89,46.8,-0.187,0,10.8,1,1,0
A0196112,2025-10-01,48,23.26,-0.072,0,6.9,1,3,0
A0097179,2025-10-01,78,18.27,-0.079,1,6.1,1,2,0
A0129195,2025-10-01,94,70.42,0.21,0,5.3,1,3,0
A0113552,2025-10-01,76,85.72,0.029,0,9.4,1,0,0
A0030178,2025-10-01,8,16.77,-0.055,1,11.8,1,1,0
A0160626,2025-10-01,73,43.69,-0.158,3,13.4,1,1,0
A0135204,2025-10-01,1,42.33,-0.146,0,7.0,1,3,0
A0079202,2025-10-01,59,3.59,-0.035,1,6.8,0,3,0
A0096586,2025-10-01,45,69.2,-0.066,0,5.7,0,2,0
A0169110,2025-10-01,67,26.16,-0.04,1,5.0,1,2,0
A0147906,2025-10-01,87,24.52,-0.245,0,17.9,1,2,0
A0029272,2025-10-01,87,30.0,-0.234,1,11.2,0,4,0
A0126204,2025-10-01,33,38.47,0.037,3,10.9,0,0,0
A0089747,2025-10-01,14,37.16,-0.02,0,7.1,1,0,0
A0145951,2025-10-01,65,38.14,0.036,0,10.1,0,1,0
A0136570,2025-10-01,22,20.37,0.045,0,13.4,1,1,0
A0150801,2025-10-01,62,25.55,0.162,0,4.2,0,1,0
A0032124,2025-10-01,18,14.16,0.179,1,0.9,1,1,0
A0052713,2025-10-01,64,14.6,0.12,2,5.3,0,1,0
A0068702,2025-10-01,28,23.21,-0.117,1,6.6,0,1,0
A0026151,2025-10-01,88,16.06,-0.025,2,20.6,0,2,0
A0177303,2025-10-01,61,32.21,-0.264,1,9.1,0,0,0
A0143557,2025-10-01,87,19.56,0.012,1,10.5,0,4,0
A0009400,2025-10-01,24,22.0,0.007,0,9.0,1,1,0
A0000346,2025-10-01,73,38.12,-0.059,0,10.5,0,0,0
A0093244,2025-10-01,6,46.44,0.022,0,11.0,1,1,0
A0064881,2025-10-01,79,44.5,0.066,1,11.1,1,1,0
A0065234,2025-10-01,82,105.54,0.1,1,3.3,1,1,0
A0194682,2025-10-01,69,25.46,-0.098,1,4.3,1,1,0
A0164734,2025-10-01,9,31.7,-0.115,0,21.3,1,0,0
A0007367,2025-10-01,6,35.49,-0.122,0,14.5,0,1,0
A0135333,2025-10-01,77,36.8,-0.076,2,8.6,1,4,0
A0045559,2025-10-01,89,34.36,-0.021,2,9.6,1,1,0
A0051636,2025-10-01,77,6.55,0.108,0,10.7,0,2,0
A0001776,2025-10-01,95,27.58,0.024,1,5.1,0,2,0
A0180020,2025-10-01,48,50.01,0.041,0,13.5,0,0,0
A0170129,2025-10-01,18,81.98,0.144,0,6.4,1,0,0
A0171501,2025-10-01,5,71.6,0.006,1,10.1,0,0,0
A0066537,2025-10-01,46,26.76,-0.377,2,8.1,1,0,0
A0059612,2025-10-01,60,3.67,0.056,0,9.9,1,0,0
A0099858,2025-10-01,66,11.09,-0.218,0,21.9,1,3,0
A0019305,2025-10-01,33,63.52,0.069,0,15.1,0,1,0
A0031457,2025-10-01,26,11.49,0.064,0,3.1,0,0,0
A0127879,2025-10-01,77,61.78,0.086,1,15.2,0,2,0
A0002431,2025-10-01,7,32.27,0.126,2,14.9,0,1,0
A0055244,2025-10-01,26,21.15,0.02,0,23.4,0,0,0
A0012812,2025-10-01,22,54.01,0.131,0,8.4,1,4,0
A0017612,2025-10-01,49,71.79,0.168,0,18.8,0,1,0
A0125660,2025-10-01,14,20.35,0.208,1,15.0,1,0,0
A0025381,2025-10-01,87,55.27,0.164,0,25.2,0,0,0
A0153621,2025-10-01,62,23.31,0.133,1,11.6,1,2,0
A0178271,2025-10-01,32,22.25,-0.037,1,3.5,0,2,0
A0031221,2025-10-01,9,46.59,0.177,0,14.6,0,3,0
A0156095,2025-10-01,82,26.18,0.001,1,21.3,0,1,0
A0111328,2025-10-01,89,38.41,-0.064,0,7.0,0,0,0
A0175054,2025-10-01,86,28.03,0.02,0,20.8,0,1,0
A0021297,2025-10-01,85,44.65,0.393,0,12.0,1,0,0
A0095634,2025-10-01,52,23.67,-0.019,0,10.3,1,0,0
A0109337,2025-10-01,26,24.46,0.077,0,17.6,0,0,0
A0193975,2025-10-01,44,45.85,-0.212,0,39.3,1,3,0
A0106032,2025-10-01,40,31.67,-0.293,1,26.4,0,3,0
A0162785,2025-10-01,95,51.1,0.002,0,17.7,1,2,0
A0069799,2025-10-01,45,15.9,0.128,0,5.0,1,1,0
A0069588,2025-10-01,39,21.33,0.029,0,42.4,1,1,0
A0092367,2025-10-01,20,34.69,-0.087,0,15.2,0,1,0
A0132636,2025-10-01,39,44.95,0.256,1,19.8,1,1,0
A0175214,2025-10-01,66,33.09,0.052,0,4.8,0,1,0
A0050806,2025-10-01,42,49.2,-0.273,0,9.1,1,2,0
A0166167,2025-10-01,30,51.92,-0.006,2,2.1,0,1,0
A0131673,2025-10-01,58,25.64,0.032,0,13.2,0,0,0
A0090986,2025-10-01,90,23.97,0.188,1,6.2,0,0,0
A0044392,2025-10-01,71,33.18,-0.094,3,2.8,1,0,0
A0184914,2025-10-01,75,21.7,-0.045,0,14.0,0,0,0
A0005549,2025-10-01,43,23.94,0.186,0,9.7,0,0,0
A0162377,2025-10-01,62,22.57,-0.124,1,10.6,1,1,0
A0174442,2025-10-01,87,21.5,-0.15,0,13.7,1,2,0
A0037493,2025-10-01,50,14.48,-0.248,1,4.8,0,1,0
A0113734,2025-10-01,50,50.71,-0.031,0,6.4,1,0,0
A0123323,2025-10-01,49,19.78,0.077,1,6.2,0,3,0
A0004035,2025-10-01,9,27.3,-0.188,1,21.2,0,0,0
A0001433,2025-10-01,93,24.08,0.263,1,6.9,0,2,0
A0063730,2025-10-01,88,34.42,-0.256,1,8.2,1,4,0
A0153994,2025-10-01,74,36.64,0.222,0,11.4,0,0,0
A0122564,2025-10-01,31,30.1,-0.007,0,18.8,1,1,0
A0034442,2025-10-01,88,22.46,0.321,1,10.6,0,0,0
A0138090,2025-10-01,56,32.61,0.011,2,12.6,0,1,0
A0172213,2025-10-01,25,16.79,-0.329,0,20.5,1,1,0
A0116197,2025-10-01,53,25.56,0.208,0,7.7,0,1,0
A0116384,2025-10-01,93,39.69,0.113,2,4.5,0,0,0
A0170664,2025-10-01,35,15.87,-0.086,0,18.8,0,0,0
A0135574,2025-10-01,25,25.18,-0.116,0,2.2,1,0,0
A0004092,2025-10-01,68,14.33,0.003,0,10.1,0,0,0
A0024199,2025-10-01,62,42.01,-0.245,1,13.3,0,1,0
A0168851,2025-10-01,91,36.98,0.032,0,21.9,0,3,0
A0198694,2025-10-01,92,18.1,0.122,1,13.2,1,1,0
A0138198,2025-10-01,25,42.4,0.011,0,8.3,0,0,0
A0017572,2025-10-01,60,37.98,0.197,0,20.4,1,0,0
A0070063,2025-10-01,23,69.59,-0.026,0,10.0,1,1,0
A0145678,2025-10-01,42,17.7,0.147,0,20.3,1,2,0
A0099104,2025-10-01,49,47.97,0.032,0,19.2,1,2,0
A0107330,2025-10-01,64,34.12,-0.224,2,15.9,0,1,0
A0083676,2025-10-01,82,21.36,-0.078,0,18.7,1,1,0
A0170671,2025-10-01,50,11.46,-0.157,1,23.3,1,0,0
A0091762,2025-10-01,7,71.21,0.134,0,13.8,0,0,0
A0065315,2025-10-01,29,26.65,-0.239,0,15.7,0,0,0
A0132164,2025-10-01,59,24.69,0.006,0,20.6,0,2,0
A0105792,2025-10-01,23,35.01,0.156,1,11.9,1,1,0
A0045264,2025-10-01,28,5.63,0.202,0,13.5,0,0,0
A0150566,2025-10-01,44,36.23,-0.039,1,29.2,1,1,0
A0105205,2025-10-01,25,12.11,0.171,1,2.9,1,1,0
A0097126,2025-10-01,63,13.64,-0.097,1,17.8,1,1,0
A0178866,2025-10-01,1,51.91,-0.117,0,12.6,0,1,0
A0171556,2025-10-01,29,51.72,-0.223,0,9.7,0,1,0
A0185766,2025-10-01,64,16.5,0.29,0,1.8,1,2,0
A0112987,2025-10-01,52,18.2,-0.221,0,1.7,1,2,0
A0096715,2025-10-01,93,18.52,0.007,1,16.8,0,0,0
A0058205,2025-10-01,34,61.46,0.098,0,3.7,0,4,0
