verbatim_id,client_id,canal,date,texte,service_destinataire
V001946,10064,chat,2025-05-07 00:00:00,impossible de joindre le service client,contact
V001947,34481,reclamation,2026-02-14 00:00:00,le colis est arrive en retard,livraison
V001948,59424,enquete,2026-06-11 00:00:00,conseiller tres aimable et efficace,contact
V001949,7347,reclamation,2025-09-05 00:00:00,le produit ne correspond pas a la photo,produit
V001950,8067,enquete,2025-06-01 00:00:00,le colis est arrive en retard,livraison
V001951,74137,reclamation,2025-06-19 00:00:00,personne ne repond au telephone,contact
V001952,52080,enquete,2026-02-16 00:00:00,les prix ont augmente,prix
V001953,59683,chat,2026-03-16 00:00:00,le remboursement n arrive pas,retour
V001954,74339,chat,2026-04-01 00:00:00,impossible de retourner l article,retour
V001955,13099,chat,2026-01-22 00:00:00,le remboursement n arrive pas,retour
V001956,74201,chat,2025-06-03 00:00:00,procedure de retour incomprehensible,retour
V001957,67191,reclamation,2026-07-10 00:00:00,le produit ne correspond pas a la photo,produit
V001958,65274,chat,2026-08-02 00:00:00,le colis est arrive en retard,livraison
V001959,67265,chat,2025-12-02 00:00:00,la qualite n est pas au rendez vous,produit
V001960,17249,avis,2025-06-30 00:00:00,la qualite n est pas au rendez vous,produit
V001961,12414,enquete,2026-06-23 00:00:00,le colis est arrive en retard,livraison
V001962,9743,chat,2026-05-24 00:00:00,le colis est arrive en retard,livraison
V001963,66933,enquete,2026-02-07 00:00:00,le remboursement n arrive pas,retour
V001964,11875,chat,2025-06-20 00:00:00,livraison pas rapide du tout,livraison
V001965,61162,chat,2025-06-13 00:00:00,impossible de joindre le service client,contact
V001966,23299,avis,2025-11-22 00:00:00,la qualite n est pas au rendez vous,produit
V001967,49920,chat,2026-04-03 00:00:00,la qualite n est pas au rendez vous,produit
V001968,18167,reclamation,2025-08-20 00:00:00,impossible de retourner l article,retour
V001969,30869,enquete,2026-05-12 00:00:00,conseiller tres aimable et efficace,contact
V001970,78999,chat,2025-06-22 00:00:00,procedure de retour incomprehensible,retour
V001971,71785,chat,2025-06-04 00:00:00,article conforme et solide,produit
V001972,2779,reclamation,2025-09-26 00:00:00,procedure de retour incomprehensible,retour
V001973,22509,avis,2026-04-24 00:00:00,conseiller tres aimable et efficace,contact
V001974,25961,reclamation,2026-03-03 00:00:00,promotion interessante ce mois ci,prix
V001975,73441,chat,2026-04-05 00:00:00,promotion interessante ce mois ci,prix
V001976,38443,reclamation,2026-04-16 00:00:00,conseiller tres aimable et efficace,contact
V001977,73676,reclamation,2026-02-02 00:00:00,impossible de joindre le service client,contact
V001978,14608,reclamation,2025-05-03 00:00:00,article conforme et solide,produit
V001979,24104,chat,2025-04-13 00:00:00,impossible de joindre le service client,contact
V001980,36922,enquete,2025-12-16 00:00:00,article conforme et solide,produit
V001981,55322,chat,2026-04-04 00:00:00,delai de livraison beaucoup trop long,livraison
V001982,69414,enquete,2025-12-03 00:00:00,bon rapport qualite prix,prix
V001983,67114,avis,2026-04-17 00:00:00,impossible de retourner l article,retour
V001984,49317,chat,2025-11-13 00:00:00,livraison pas rapide du tout,livraison
V001985,2597,enquete,2025-10-24 00:00:00,impossible de joindre le service client,contact
V001986,67220,enquete,2026-05-23 00:00:00,personne ne repond au telephone,contact
V001987,72840,chat,2026-03-25 00:00:00,bon rapport qualite prix,prix
V001988,4212,chat,2025-06-01 00:00:00,personne ne repond au telephone,contact
V001989,70647,chat,2026-06-13 00:00:00,article conforme et solide,produit
V001990,4444,enquete,2026-01-08 00:00:00,livraison pas rapide du tout,livraison
V001991,56365,reclamation,2025-10-27 00:00:00,la qualite n est pas au rendez vous,produit
V001992,53578,enquete,2025-12-30 00:00:00,article conforme et solide,produit
V001993,29759,enquete,2025-05-17 00:00:00,les prix ont augmente,prix
V001994,13856,enquete,2026-06-07 00:00:00,promotion interessante ce mois ci,prix
V001995,35702,reclamation,2026-01-11 00:00:00,conseiller tres aimable et efficace,contact
V001996,13993,chat,2026-04-30 00:00:00,le remboursement n arrive pas,retour
V001997,20542,avis,2026-05-22 00:00:00,la qualite n est pas au rendez vous,produit
V001998,49483,reclamation,2026-03-27 00:00:00,la qualite n est pas au rendez vous,produit
V001999,30062,reclamation,2025-11-12 00:00:00,le colis est arrive en retard,livraison
V002000,69148,reclamation,2026-01-16 00:00:00,conseiller tres aimable et efficace,contact
V002001,4557,reclamation,2026-07-26 00:00:00,delai de livraison beaucoup trop long,livraison
V002002,54593,avis,2026-01-06 00:00:00,personne ne repond au telephone,contact
V002003,36543,chat,2025-11-08 00:00:00,impossible de joindre le service client,contact
V002004,60094,enquete,2025-09-30 00:00:00,impossible de retourner l article,retour
V002005,61030,reclamation,2026-08-10 00:00:00,le produit ne correspond pas a la photo,produit
V002006,1247,avis,2026-04-26 00:00:00,le remboursement n arrive pas,retour
V002007,64566,chat,2025-05-20 00:00:00,personne ne repond au telephone,contact
V002008,37366,chat,2025-05-01 00:00:00,le colis est arrive en retard,livraison
V002009,4599,chat,2025-08-12 00:00:00,impossible de retourner l article,retour
V002010,72248,enquete,2025-10-02 00:00:00,la qualite n est pas au rendez vous,produit
V002011,22678,avis,2026-02-17 00:00:00,personne ne repond au telephone,contact
V002012,78330,enquete,2025-10-21 00:00:00,impossible de retourner l article,retour
V002013,44413,avis,2025-05-24 00:00:00,le remboursement n arrive pas,retour
V002014,14874,chat,2025-07-10 00:00:00,bon rapport qualite prix,prix
V002015,58128,avis,2026-03-08 00:00:00,livraison pas rapide du tout,livraison
V002016,11471,enquete,2026-06-22 00:00:00,impossible de retourner l article,retour
V002017,30687,avis,2026-04-15 00:00:00,le produit ne correspond pas a la photo,produit
V002018,40457,enquete,2026-04-05 00:00:00,le colis est arrive en retard,livraison
V002019,52313,chat,2025-04-08 00:00:00,la qualite n est pas au rendez vous,produit
V002020,30978,enquete,2026-05-11 00:00:00,le colis est arrive en retard,livraison
V002021,26827,chat,2025-06-12 00:00:00,livraison pas rapide du tout,livraison
V002022,61266,chat,2026-02-05 00:00:00,le remboursement n arrive pas,retour
V002023,51137,chat,2025-12-12 00:00:00,la qualite n est pas au rendez vous,produit
V002024,13765,chat,2025-07-29 00:00:00,le colis est arrive en retard,livraison
V002025,6287,avis,2026-06-06 00:00:00,le colis est arrive en retard,livraison
V002026,50645,chat,2026-05-05 00:00:00,le produit ne correspond pas a la photo,produit
V002027,13260,enquete,2026-07-17 00:00:00,personne ne repond au telephone,contact
V002028,21608,reclamation,2025-08-11 00:00:00,promotion interessante ce mois ci,prix
V002029,42178,enquete,2025-07-09 00:00:00,conseiller tres aimable et efficace,contact
V002030,31070,reclamation,2025-09-11 00:00:00,procedure de retour incomprehensible,retour
V002031,44498,chat,2025-09-22 00:00:00,procedure de retour incomprehensible,retour
V002032,69792,reclamation,2026-07-04 00:00:00,le produit ne correspond pas a la photo,produit
V002033,7459,chat,2026-02-11 00:00:00,le produit ne correspond pas a la photo,produit
V002034,72598,avis,2026-03-12 00:00:00,conseiller tres aimable et efficace,contact
V002035,56661,enquete,2026-05-12 00:00:00,impossible de retourner l article,retour
V002036,45110,chat,2026-04-24 00:00:00,conseiller tres aimable et efficace,contact
V002037,12720,enquete,2026-08-19 00:00:00,article conforme et solide,produit
V002038,49331,reclamation,2026-06-18 00:00:00,bon rapport qualite prix,prix
V002039,52044,reclamation,2025-10-09 00:00:00,delai de livraison beaucoup trop long,livraison
V002040,50590,enquete,2025-05-12 00:00:00,impossible de retourner l article,retour
V002041,31859,chat,2025-06-10 00:00:00,le remboursement n arrive pas,retour
V002042,4518,chat,2025-09-15 00:00:00,impossible de joindre le service client,contact
V002043,19128,reclamation,2026-02-11 00:00:00,promotion interessante ce mois ci,prix
V002044,21443,reclamation,2025-08-23 00:00:00,promotion interessante ce mois ci,prix
V002045,23210,enquete,2025-05-04 00:00:00,impossible de joindre le service client,contact
V002046,4192,enquete,2026-05-19 00:00:00,le produit ne correspond pas a la photo,produit
V002047,46817,chat,2026-04-29 00:00:00,promotion interessante ce mois ci,prix
V002048,28235,avis,2025-05-29 00:00:00,impossible de retourner l article,retour
V002049,26721,enquete,2025-09-08 00:00:00,les prix ont augmente,prix
V002050,78061,enquete,2025-08-14 00:00:00,delai de livraison beaucoup trop long,livraison
V002051,41471,enquete,2025-10-19 00:00:00,les prix ont augmente,prix
V002052,10705,chat,2025-04-13 00:00:00,le colis est arrive en retard,livraison
V002053,74876,chat,2026-03-11 00:00:00,le produit ne correspond pas a la photo,produit
V002054,7903,reclamation,2026-07-12 00:00:00,les prix ont augmente,prix
V002055,51103,reclamation,2025-11-05 00:00:00,procedure de retour incomprehensible,retour
V002056,60382,avis,2025-11-28 00:00:00,personne ne repond au telephone,contact
V002057,75534,avis,2026-02-06 00:00:00,bon rapport qualite prix,prix
V002058,32497,chat,2025-07-05 00:00:00,la qualite n est pas au rendez vous,produit
V002059,47022,chat,2026-05-14 00:00:00,le remboursement n arrive pas,retour
V002060,69379,chat,2026-02-05 00:00:00,promotion interessante ce mois ci,prix
V002061,2952,reclamation,2026-05-07 00:00:00,procedure de retour incomprehensible,retour
V002062,28710,enquete,2026-03-01 00:00:00,la qualite n est pas au rendez vous,produit
V002063,1526,avis,2025-06-26 00:00:00,article conforme et solide,produit
V002064,74725,reclamation,2026-06-13 00:00:00,le produit ne correspond pas a la photo,produit
V002065,479,reclamation,2026-01-11 00:00:00,le remboursement n arrive pas,retour
V002066,31662,enquete,2025-08-13 00:00:00,personne ne repond au telephone,contact
V002067,33557,chat,2025-10-03 00:00:00,conseiller tres aimable et efficace,contact
V002068,60833,chat,2025-11-03 00:00:00,article conforme et solide,produit
V002069,5469,avis,2026-03-01 00:00:00,le colis est arrive en retard,livraison
V002070,9708,chat,2025-11-16 00:00:00,article conforme et solide,produit
V002071,42675,avis,2025-05-11 00:00:00,les prix ont augmente,prix
V002072,41532,avis,2025-09-21 00:00:00,le colis est arrive en retard,livraison
V002073,19775,reclamation,2025-07-14 00:00:00,impossible de retourner l article,retour
V002074,15942,avis,2026-04-02 00:00:00,impossible de joindre le service client,contact
V002075,69516,reclamation,2025-07-10 00:00:00,livraison pas rapide du tout,livraison
V002076,5639,avis,2026-08-07 00:00:00,le colis est arrive en retard,livraison
V002077,44138,avis,2025-09-14 00:00:00,procedure de retour incomprehensible,retour
V002078,67719,enquete,2025-10-08 00:00:00,le remboursement n arrive pas,retour
V002079,77136,enquete,2026-01-09 00:00:00,personne ne repond au telephone,contact
V002080,74630,enquete,2026-07-06 00:00:00,promotion interessante ce mois ci,prix
V002081,33218,reclamation,2025-10-16 00:00:00,delai de livraison beaucoup trop long,livraison
V002082,70860,enquete,2026-04-27 00:00:00,promotion interessante ce mois ci,prix
V002083,15265,reclamation,2025-11-06 00:00:00,delai de livraison beaucoup trop long,livraison
V002084,22685,chat,2026-08-10 00:00:00,bon rapport qualite prix,prix
V002085,31698,avis,2026-04-09 00:00:00,conseiller tres aimable et efficace,contact
V002086,26990,avis,2026-06-06 00:00:00,le produit ne correspond pas a la photo,produit
V002087,34124,reclamation,2026-01-16 00:00:00,le remboursement n arrive pas,retour
V002088,7543,enquete,2025-07-07 00:00:00,les prix ont augmente,prix
V002089,42708,reclamation,2026-02-18 00:00:00,article conforme et solide,produit
V002090,1721,chat,2026-03-09 00:00:00,personne ne repond au telephone,contact
V002091,26779,chat,2025-12-14 00:00:00,la qualite n est pas au rendez vous,produit
V002092,29958,reclamation,2026-06-06 00:00:00,delai de livraison beaucoup trop long,livraison
V002093,12827,reclamation,2026-03-17 00:00:00,les prix ont augmente,prix
V002094,60040,enquete,2026-07-27 00:00:00,bon rapport qualite prix,prix
V002095,73199,enquete,2025-12-04 00:00:00,livraison pas rapide du tout,livraison
V002096,24146,chat,2026-07-20 00:00:00,le remboursement n arrive pas,retour
V002097,52596,avis,2026-02-28 00:00:00,personne ne repond au telephone,contact
V002098,34899,avis,2026-05-29 00:00:00,impossible de retourner l article,retour
V002099,2680,enquete,2025-05-25 00:00:00,delai de livraison beaucoup trop long,livraison
V002100,36375,avis,2025-12-29 00:00:00,impossible de retourner l article,retour
V002101,21959,reclamation,2025-06-11 00:00:00,promotion interessante ce mois ci,prix
V002102,61893,reclamation,2025-04-22 00:00:00,impossible de joindre le service client,contact
V002103,70357,chat,2026-04-09 00:00:00,la qualite n est pas au rendez vous,produit
V002104,52038,chat,2026-01-28 00:00:00,article conforme et solide,produit
V002105,64953,enquete,2025-08-09 00:00:00,bon rapport qualite prix,prix
V002106,24709,chat,2026-08-03 00:00:00,personne ne repond au telephone,contact
V002107,60651,enquete,2025-09-22 00:00:00,livraison pas rapide du tout,livraison
V002108,76508,chat,2026-06-18 00:00:00,le remboursement n arrive pas,retour
V002109,64513,avis,2026-05-31 00:00:00,delai de livraison beaucoup trop long,livraison
V002110,3628,chat,2025-11-13 00:00:00,la qualite n est pas au rendez vous,produit
V002111,36217,chat,2025-08-02 00:00:00,procedure de retour incomprehensible,retour
V002112,49696,enquete,2025-12-31 00:00:00,les prix ont augmente,prix
V002113,47118,avis,2026-01-26 00:00:00,conseiller tres aimable et efficace,contact
V002114,28103,avis,2026-06-21 00:00:00,delai de livraison beaucoup trop long,livraison
V002115,63999,enquete,2026-05-26 00:00:00,procedure de retour incomprehensible,retour
V002116,52190,chat,2026-06-12 00:00:00,impossible de retourner l article,retour
V002117,59871,chat,2026-03-22 00:00:00,impossible de joindre le service client,contact
V002118,77336,reclamation,2026-05-27 00:00:00,le colis est arrive en retard,livraison
V002119,67675,avis,2026-02-11 00:00:00,promotion interessante ce mois ci,prix
V002120,13252,avis,2026-07-25 00:00:00,le remboursement n arrive pas,retour
V002121,63669,chat,2025-05-01 00:00:00,article conforme et solide,produit
V002122,37192,enquete,2025-11-05 00:00:00,bon rapport qualite prix,prix
V002123,28956,reclamation,2025-07-20 00:00:00,impossible de joindre le service client,contact
V002124,20176,enquete,2026-05-03 00:00:00,delai de livraison beaucoup trop long,livraison
V002125,25461,chat,2025-08-18 00:00:00,livraison pas rapide du tout,livraison
V002126,79205,chat,2025-06-03 00:00:00,le produit ne correspond pas a la photo,produit
V002127,73441,chat,2025-10-11 00:00:00,promotion interessante ce mois ci,prix
V002128,62077,chat,2026-05-31 00:00:00,conseiller tres aimable et efficace,contact
V002129,67213,chat,2026-04-01 00:00:00,les prix ont augmente,prix
V002130,67435,enquete,2026-06-25 00:00:00,impossible de joindre le service client,contact
V002131,78249,enquete,2025-06-08 00:00:00,le colis est arrive en retard,livraison
V002132,29670,avis,2026-08-01 00:00:00,article conforme et solide,produit
V002133,17519,reclamation,2025-07-27 00:00:00,procedure de retour incomprehensible,retour
V002134,71871,enquete,2026-06-08 00:00:00,le produit ne correspond pas a la photo,produit
V002135,64931,enquete,2026-03-17 00:00:00,conseiller tres aimable et efficace,contact
V002136,45300,chat,2025-04-16 00:00:00,procedure de retour incomprehensible,retour
V002137,2481,avis,2025-08-01 00:00:00,le produit ne correspond pas a la photo,produit
V002138,61115,avis,2026-04-30 00:00:00,conseiller tres aimable et efficace,contact
V002139,12999,reclamation,2026-04-23 00:00:00,promotion interessante ce mois ci,prix
V002140,66083,enquete,2026-04-10 00:00:00,delai de livraison beaucoup trop long,livraison
V002141,10192,chat,2025-11-20 00:00:00,livraison pas rapide du tout,livraison
V002142,24451,avis,2026-06-21 00:00:00,livraison pas rapide du tout,livraison
V002143,51046,enquete,2025-09-04 00:00:00,le colis est arrive en retard,livraison
V002144,75726,enquete,2025-12-08 00:00:00,conseiller tres aimable et efficace,contact
V002145,67153,enquete,2025-09-30 00:00:00,les prix ont augmente,prix
V002146,62496,chat,2026-04-21 00:00:00,bon rapport qualite prix,prix
V002147,32371,reclamation,2025-11-13 00:00:00,delai de livraison beaucoup trop long,livraison
V002148,2268,avis,2025-05-04 00:00:00,le colis est arrive en retard,livraison
V002149,9828,reclamation,2026-05-03 00:00:00,le produit ne correspond pas a la photo,produit
V002150,14581,avis,2025-09-08 00:00:00,article conforme et solide,produit
V002151,20997,reclamation,2026-07-13 00:00:00,le produit ne correspond pas a la photo,produit
V002152,78171,enquete,2025-09-05 00:00:00,promotion interessante ce mois ci,prix
V002153,8054,enquete,2025-11-11 00:00:00,article conforme et solide,produit
V002154,63653,chat,2025-09-07 00:00:00,promotion interessante ce mois ci,prix
V002155,18910,reclamation,2026-07-26 00:00:00,les prix ont augmente,prix
V002156,71345,avis,2025-04-24 00:00:00,livraison pas rapide du tout,livraison
V002157,78465,reclamation,2025-11-26 00:00:00,personne ne repond au telephone,contact
V002158,35576,reclamation,2026-06-20 00:00:00,procedure de retour incomprehensible,retour
V002159,52729,avis,2025-07-26 00:00:00,le produit ne correspond pas a la photo,produit
V002160,34275,enquete,2026-01-12 00:00:00,le colis est arrive en retard,livraison
V002161,2892,chat,2025-11-27 00:00:00,promotion interessante ce mois ci,prix
V002162,45453,chat,2026-06-30 00:00:00,impossible de retourner l article,retour
V002163,71628,reclamation,2026-03-14 00:00:00,livraison pas rapide du tout,livraison
V002164,8543,avis,2025-08-03 00:00:00,delai de livraison beaucoup trop long,livraison
V002165,10913,enquete,2026-06-26 00:00:00,livraison pas rapide du tout,livraison
V002166,76904,reclamation,2025-09-27 00:00:00,promotion interessante ce mois ci,prix
V002167,6173,enquete,2026-03-16 00:00:00,procedure de retour incomprehensible,retour
V002168,34663,reclamation,2026-05-07 00:00:00,livraison pas rapide du tout,livraison
V002169,49215,enquete,2026-06-11 00:00:00,delai de livraison beaucoup trop long,livraison
V002170,73080,avis,2026-07-02 00:00:00,conseiller tres aimable et efficace,contact
V002171,54641,avis,2026-06-29 00:00:00,le produit ne correspond pas a la photo,produit
V002172,28915,enquete,2026-06-04 00:00:00,personne ne repond au telephone,contact
V002173,1230,chat,2025-12-01 00:00:00,promotion interessante ce mois ci,prix
V002174,13948,reclamation,2026-05-18 00:00:00,impossible de joindre le service client,contact
V002175,20466,enquete,2025-10-18 00:00:00,le remboursement n arrive pas,retour
V002176,4503,reclamation,2026-07-10 00:00:00,bon rapport qualite prix,prix
V002177,54737,avis,2025-09-16 00:00:00,la qualite n est pas au rendez vous,produit
V002178,49359,enquete,2026-01-12 00:00:00,procedure de retour incomprehensible,retour
V002179,65238,chat,2025-10-15 00:00:00,impossible de retourner l article,retour
V002180,38940,enquete,2026-06-03 00:00:00,bon rapport qualite prix,prix
V002181,17350,reclamation,2025-05-17 00:00:00,impossible de joindre le service client,contact
V002182,75075,chat,2025-04-28 00:00:00,delai de livraison beaucoup trop long,livraison
V002183,18061,enquete,2026-07-05 00:00:00,delai de livraison beaucoup trop long,livraison
V002184,24350,reclamation,2026-04-21 00:00:00,le colis est arrive en retard,livraison
V002185,77258,enquete,2025-05-01 00:00:00,delai de livraison beaucoup trop long,livraison
V002186,18078,enquete,2025-06-14 00:00:00,bon rapport qualite prix,prix
V002187,69924,avis,2026-05-31 00:00:00,delai de livraison beaucoup trop long,livraison
V002188,24899,chat,2026-06-14 00:00:00,conseiller tres aimable et efficace,contact
V002189,34678,avis,2025-07-25 00:00:00,impossible de joindre le service client,contact
V002190,55022,reclamation,2025-11-10 00:00:00,delai de livraison beaucoup trop long,livraison
V002191,64769,avis,2026-08-06 00:00:00,la qualite n est pas au rendez vous,produit
V002192,79565,chat,2026-04-21 00:00:00,promotion interessante ce mois ci,prix
V002193,62546,reclamation,2025-10-23 00:00:00,bon rapport qualite prix,prix
V002194,57186,enquete,2026-08-06 00:00:00,procedure de retour incomprehensible,retour
V002195,40921,enquete,2025-05-05 00:00:00,le colis est arrive en retard,livraison
V002196,40136,chat,2025-08-09 00:00:00,impossible de retourner l article,retour
V002197,6853,avis,2026-07-20 00:00:00,la qualite n est pas au rendez vous,produit
V002198,53950,avis,2026-04-04 00:00:00,les prix ont augmente,prix
V002199,28153,reclamation,2026-06-21 00:00:00,delai de livraison beaucoup trop long,livraison
V002200,42762,reclamation,2025-05-23 00:00:00,personne ne repond au telephone,contact
V002201,9883,avis,2026-05-08 00:00:00,la qualite n est pas au rendez vous,produit
V002202,37003,avis,2025-05-13 00:00:00,delai de livraison beaucoup trop long,livraison
V002203,78345,reclamation,2025-04-25 00:00:00,livraison pas rapide du tout,livraison
V002204,79104,chat,2026-01-14 00:00:00,conseiller tres aimable et efficace,contact
V002205,28106,avis,2026-01-12 00:00:00,article conforme et solide,produit
V002206,67304,enquete,2025-07-22 00:00:00,livraison pas rapide du tout,livraison
V002207,17896,reclamation,2026-06-20 00:00:00,article conforme et solide,produit
V002208,54442,reclamation,2025-10-10 00:00:00,impossible de joindre le service client,contact
V002209,62206,chat,2026-05-08 00:00:00,conseiller tres aimable et efficace,contact
V002210,7041,avis,2026-07-14 00:00:00,les prix ont augmente,prix
V002211,77872,reclamation,2026-04-18 00:00:00,le colis est arrive en retard,livraison
V002212,35645,reclamation,2026-05-27 00:00:00,impossible de joindre le service client,contact
V002213,17455,enquete,2025-08-14 00:00:00,le remboursement n arrive pas,retour
V002214,22016,reclamation,2025-09-02 00:00:00,personne ne repond au telephone,contact
V002215,29816,enquete,2026-05-29 00:00:00,le remboursement n arrive pas,retour
V002216,73057,enquete,2025-06-02 00:00:00,personne ne repond au telephone,contact
V002217,39216,chat,2025-08-14 00:00:00,le produit ne correspond pas a la photo,produit
V002218,18019,chat,2025-11-07 00:00:00,delai de livraison beaucoup trop long,livraison
V002219,5689,avis,2025-07-06 00:00:00,article conforme et solide,produit
V002220,2890,chat,2026-07-25 00:00:00,impossible de joindre le service client,contact
V002221,7757,reclamation,2026-05-20 00:00:00,impossible de retourner l article,retour
V002222,29869,enquete,2025-12-27 00:00:00,impossible de joindre le service client,contact
V002223,5573,avis,2026-02-22 00:00:00,la qualite n est pas au rendez vous,produit
V002224,68563,chat,2026-01-11 00:00:00,la qualite n est pas au rendez vous,produit
V002225,75326,enquete,2025-05-10 00:00:00,personne ne repond au telephone,contact
V002226,63850,reclamation,2025-09-23 00:00:00,les prix ont augmente,prix
V002227,79095,reclamation,2026-05-25 00:00:00,article conforme et solide,produit
V002228,72518,avis,2025-07-07 00:00:00,bon rapport qualite prix,prix
V002229,31715,avis,2025-12-20 00:00:00,conseiller tres aimable et efficace,contact
V002230,51798,avis,2026-04-12 00:00:00,impossible de joindre le service client,contact
V002231,61599,reclamation,2026-05-16 00:00:00,la qualite n est pas au rendez vous,produit
V002232,5778,avis,2025-10-01 00:00:00,bon rapport qualite prix,prix
V002233,50579,reclamation,2026-02-17 00:00:00,promotion interessante ce mois ci,prix
V002234,17824,enquete,2025-05-01 00:00:00,personne ne repond au telephone,contact
V002235,76128,chat,2026-06-10 00:00:00,impossible de joindre le service client,contact
V002236,48980,chat,2026-01-08 00:00:00,conseiller tres aimable et efficace,contact
V002237,46930,avis,2025-10-26 00:00:00,impossible de retourner l article,retour
V002238,64568,enquete,2026-02-22 00:00:00,le colis est arrive en retard,livraison
V002239,52324,reclamation,2025-10-17 00:00:00,delai de livraison beaucoup trop long,livraison
V002240,39971,enquete,2026-03-24 00:00:00,impossible de retourner l article,retour
V002241,35921,chat,2025-10-09 00:00:00,conseiller tres aimable et efficace,contact
V002242,19456,avis,2026-08-02 00:00:00,delai de livraison beaucoup trop long,livraison
V002243,10212,enquete,2025-05-10 00:00:00,bon rapport qualite prix,prix
V002244,30573,reclamation,2025-11-05 00:00:00,la qualite n est pas au rendez vous,produit
V002245,7311,enquete,2025-05-30 00:00:00,impossible de joindre le service client,contact
V002246,47817,avis,2026-07-06 00:00:00,impossible de joindre le service client,contact
V002247,72050,enquete,2025-12-11 00:00:00,le produit ne correspond pas a la photo,produit
V002248,19964,chat,2026-03-30 00:00:00,bon rapport qualite prix,prix
V002249,73780,reclamation,2025-10-22 00:00:00,impossible de joindre le service client,contact
V002250,52671,avis,2025-06-16 00:00:00,bon rapport qualite prix,prix
V002251,43748,avis,2025-12-21 00:00:00,bon rapport qualite prix,prix
V002252,30518,reclamation,2025-06-18 00:00:00,procedure de retour incomprehensible,retour
V002253,28617,enquete,2026-03-22 00:00:00,la qualite n est pas au rendez vous,produit
V002254,41057,enquete,2026-05-02 00:00:00,la qualite n est pas au rendez vous,produit
V002255,46681,reclamation,2025-06-11 00:00:00,impossible de joindre le service client,contact
V002256,38442,enquete,2026-03-02 00:00:00,conseiller tres aimable et efficace,contact
V002257,6064,chat,2026-03-02 00:00:00,le remboursement n arrive pas,retour
V002258,27422,chat,2026-03-07 00:00:00,personne ne repond au telephone,contact
V002259,28396,enquete,2025-09-06 00:00:00,personne ne repond au telephone,contact
V002260,58756,enquete,2025-04-09 00:00:00,personne ne repond au telephone,contact
V002261,69535,reclamation,2026-01-22 00:00:00,delai de livraison beaucoup trop long,livraison
V002262,39370,avis,2025-06-26 00:00:00,promotion interessante ce mois ci,prix
V002263,40144,reclamation,2025-06-27 00:00:00,promotion interessante ce mois ci,prix
V002264,73133,enquete,2025-04-25 00:00:00,livraison pas rapide du tout,livraison
V002265,59112,enquete,2026-05-01 00:00:00,la qualite n est pas au rendez vous,produit
V002266,8607,avis,2025-06-12 00:00:00,procedure de retour incomprehensible,retour
V002267,12216,enquete,2025-12-19 00:00:00,le remboursement n arrive pas,retour
V002268,65296,avis,2026-05-23 00:00:00,delai de livraison beaucoup trop long,livraison
V002269,38368,reclamation,2025-04-19 00:00:00,la qualite n est pas au rendez vous,produit
V002270,47664,enquete,2026-06-12 00:00:00,promotion interessante ce mois ci,prix
V002271,79024,enquete,2025-12-12 00:00:00,impossible de joindre le service client,contact
V002272,77999,reclamation,2026-05-14 00:00:00,le produit ne correspond pas a la photo,produit
V002273,49237,reclamation,2026-05-17 00:00:00,conseiller tres aimable et efficace,contact
V002274,78912,avis,2025-11-26 00:00:00,le produit ne correspond pas a la photo,produit
V002275,77648,enquete,2025-04-26 00:00:00,bon rapport qualite prix,prix
V002276,61517,avis,2025-07-12 00:00:00,personne ne repond au telephone,contact
V002277,39570,enquete,2025-06-07 00:00:00,les prix ont augmente,prix
V002278,37809,enquete,2025-09-19 00:00:00,conseiller tres aimable et efficace,contact
V002279,30240,reclamation,2025-08-27 00:00:00,article conforme et solide,produit
V002280,26080,reclamation,2025-11-22 00:00:00,conseiller tres aimable et efficace,contact
V002281,75451,avis,2026-03-09 00:00:00,impossible de retourner l article,retour
V002282,68309,reclamation,2025-09-22 00:00:00,impossible de retourner l article,retour
V002283,60020,enquete,2025-06-29 00:00:00,impossible de joindre le service client,contact
V002284,71512,enquete,2025-08-03 00:00:00,article conforme et solide,produit
V002285,33022,reclamation,2025-10-02 00:00:00,promotion interessante ce mois ci,prix
V002286,68735,avis,2025-10-04 00:00:00,le colis est arrive en retard,livraison
V002287,45642,reclamation,2025-06-25 00:00:00,les prix ont augmente,prix
V002288,2767,avis,2025-09-02 00:00:00,livraison pas rapide du tout,livraison
V002289,1446,avis,2025-06-26 00:00:00,le produit ne correspond pas a la photo,produit
V002290,69244,chat,2026-04-02 00:00:00,conseiller tres aimable et efficace,contact
V002291,39616,chat,2025-06-30 00:00:00,le produit ne correspond pas a la photo,produit
V002292,79262,chat,2026-05-10 00:00:00,article conforme et solide,produit
V002293,78335,enquete,2026-06-21 00:00:00,les prix ont augmente,prix
V002294,68269,avis,2026-01-27 00:00:00,bon rapport qualite prix,prix
V002295,61450,chat,2025-10-16 00:00:00,impossible de retourner l article,retour
V002296,69478,chat,2026-05-23 00:00:00,conseiller tres aimable et efficace,contact
V002297,69535,avis,2025-08-25 00:00:00,impossible de joindre le service client,contact
V002298,58850,enquete,2025-07-28 00:00:00,la qualite n est pas au rendez vous,produit
V002299,65639,chat,2025-05-01 00:00:00,delai de livraison beaucoup trop long,livraison
V002300,39602,reclamation,2025-10-19 00:00:00,le remboursement n arrive pas,retour
V002301,47778,enquete,2025-10-20 00:00:00,promotion interessante ce mois ci,prix
V002302,37544,avis,2025-06-13 00:00:00,personne ne repond au telephone,contact
