questionnaire,enqueteur,grappe,strate,duree_min,lat,lon,age,straightlining,prob_inclusion,repondant,sexe,milieu,compte_bancaire,nb_corrections,distance_grappe_m,heure_debut,rang_dans_journee,classe_age,menage_id,invalide,poids_final
Q003151,E054,67,1,38.6,4.280589789531061,18.531025434230173,35,0.295,0.0793,1,H,Urbain,oui,0,38.0,10,5,35plus,Q003151,1,12.61
Q003152,E017,82,1,43.9,4.37853543808322,18.51933474056852,17,0.153,0.02,1,F,Urbain,non,0,62.0,18,5,15a34,Q003152,0,50.0
Q003153,E015,50,2,29.9,4.425897818869581,18.582700558097404,25,0.093,0.0471,1,H,Rural,oui,3,1843.0,16,3,15a34,Q003153,0,21.23
Q003154,E060,93,5,25.4,4.349053412322744,18.57306739603879,42,0.098,0.0219,1,F,Rural,non,0,78.0,17,5,35plus,Q003154,0,45.66
Q003155,E006,48,3,31.8,4.419256966436009,18.625043513494376,4,0.029,0.0631,1,H,Urbain,non,0,138.0,13,8,moins15,Q003155,0,15.85
Q003156,E064,51,4,26.9,4.393206732927779,18.524929200650874,30,0.075,0.0506,1,F,Rural,oui,1,488.0,7,2,15a34,Q003156,1,19.76
Q003157,E058,7,1,36.8,4.291340502173895,18.569830160155096,43,0.221,0.0467,1,H,Urbain,non,0,363.0,7,7,35plus,Q003157,0,21.41
Q003158,E075,32,1,26.4,4.332293875801612,18.587015945610734,34,0.957,0.019,0,F,Rural,non,0,330.0,13,8,15a34,Q003158,1,52.63
Q003159,E051,89,5,40.8,4.413963410898299,18.664565401694087,42,0.109,0.0176,1,F,Rural,oui,6,741.0,8,4,35plus,Q003159,0,56.82
Q003160,E066,11,2,35.5,4.331886858145025,18.57177813359562,0,0.445,0.0426,1,F,Urbain,non,0,18.0,8,7,moins15,Q003160,0,23.47
Q003161,E009,27,1,41.0,4.4009553337240295,18.54759749539464,11,0.101,0.0289,1,H,Urbain,non,3,132.0,14,6,moins15,Q003161,0,34.6
Q003162,E067,94,2,17.0,4.3394925365476595,18.556281781412373,44,0.3,0.0794,1,F,Rural,non,0,1363.0,14,1,35plus,Q003162,0,12.59
Q003163,E013,105,2,21.7,4.396062763155308,18.573265280641287,37,0.063,0.0707,1,H,Rural,oui,1,629.0,8,7,35plus,Q003163,0,14.14
Q003164,E024,50,3,43.0,4.381455223874997,18.61866901705589,27,0.23,0.0287,1,F,Rural,oui,1,162.0,13,8,15a34,Q003164,0,34.84
Q003165,E010,49,6,29.0,4.347585392450103,18.52872504513832,35,0.376,0.0112,1,F,Rural,non,0,633.0,14,3,35plus,Q003165,0,89.29
Q003166,E031,62,2,23.7,4.3612,18.5551,40,0.073,0.0247,1,F,Rural,oui,1,284.0,7,7,35plus,Q003166,1,40.49
Q003167,E057,93,4,32.6,4.252006321844793,18.681095422539077,23,0.171,0.0497,1,H,Rural,oui,1,60.0,10,6,15a34,Q003167,0,20.12
Q003168,E021,57,2,35.7,4.305716466937079,18.493659180164183,20,0.054,0.06,1,F,Rural,non,1,68.0,18,8,15a34,Q003168,0,16.67
Q003169,E062,21,3,32.9,4.33681858968964,18.59278178216059,10,0.243,0.017,1,H,Rural,non,1,218.0,7,7,moins15,Q003169,0,58.82
Q003170,E046,52,2,37.3,4.4186351177369065,18.57081196508768,52,0.405,0.0736,0,H,Rural,non,3,527.0,11,2,35plus,Q003170,0,13.59
Q003171,E048,31,3,36.3,4.287691299160419,18.566098864780187,32,0.104,0.056,1,F,Urbain,non,0,50.0,11,2,15a34,Q003171,0,17.86
Q003172,E071,83,4,36.0,4.358265549889359,18.48861879642726,53,0.258,0.0291,0,H,Urbain,oui,1,6.0,7,6,35plus,Q003172,0,34.36
Q003173,E033,18,4,43.4,4.375871626881564,18.685453542122502,10,0.048,0.0115,1,H,Urbain,non,3,64.0,16,4,moins15,Q003173,0,86.96
Q003174,E026,74,1,33.9,4.372377120141963,18.55882322405117,32,0.111,0.0769,1,H,Urbain,non,0,173.0,12,7,15a34,Q003174,1,13.0
Q003175,E075,16,1,33.7,4.355070632550985,18.52424316219975,13,0.329,0.0288,1,H,Rural,non,1,59.0,18,2,moins15,Q003175,0,34.72
Q003176,E042,117,2,39.6,4.328970805652134,18.483515934437886,57,0.142,0.0107,1,F,Urbain,oui,1,328.0,7,2,35plus,Q003176,0,93.46
Q003177,E047,77,6,37.9,4.347666471940066,18.44945766087528,71,0.083,0.0615,1,H,Rural,non,3,376.0,9,1,35plus,Q003177,0,16.26
Q003178,E023,17,2,27.7,4.408738265272618,18.58520730932405,49,0.372,0.0342,1,F,Rural,oui,0,40.0,11,7,35plus,Q003178,0,29.24
Q003179,E017,116,4,33.4,4.325584805652058,18.508119042248737,14,0.064,0.0662,0,F,Urbain,non,1,83.0,16,1,moins15,Q003179,0,15.11
Q003180,E013,69,3,37.1,4.252032949968947,18.536594396612195,15,0.287,0.0696,1,F,Rural,non,2,33.0,10,5,moins15,Q003180,1,14.37
Q003181,E017,73,3,29.9,4.383308695249281,18.51987978433711,29,0.184,0.0326,1,H,Rural,non,1,141.0,14,5,15a34,Q003181,0,30.67
Q003182,E015,8,1,30.2,4.434792045575507,18.57689057802664,35,0.267,0.024,1,H,Rural,oui,2,554.0,8,6,15a34,Q003182,1,41.67
Q003183,E057,23,3,24.3,4.307439149799836,18.56947688168638,38,0.059,0.0538,1,F,Urbain,non,0,212.0,18,7,35plus,Q003183,0,18.59
Q003184,E005,97,6,13.8,4.428037540523423,18.587603454311946,38,0.231,0.0495,1,H,Rural,non,1,289.0,13,3,35plus,Q003184,0,20.2
Q003185,E048,57,6,31.4,4.386033366602912,18.58951128631047,31,0.2,0.0718,1,F,Urbain,oui,0,197.0,8,6,15a34,Q003185,0,13.93
Q003186,E072,74,2,34.9,4.302181735219848,18.514200744792415,27,0.213,0.0141,1,H,Rural,oui,0,410.0,12,3,15a34,Q003186,0,70.92
Q003187,E058,119,4,26.3,4.324813500977025,18.482666944945912,18,0.189,0.0499,1,F,Urbain,non,0,78.0,7,3,15a34,Q003187,0,20.04
Q003188,E031,52,2,43.6,4.32262317950098,18.542576422189512,41,0.104,0.0539,1,F,Rural,non,1,94.0,8,4,35plus,Q003188,0,18.55
Q003189,E005,46,6,26.7,4.368451523079605,18.575867126287996,0,0.073,0.0544,1,H,Rural,oui,0,48.0,15,5,moins15,Q003189,0,18.38
Q003190,E063,97,4,40.4,4.350935888637863,18.555413301576447,32,0.066,0.0121,1,H,Rural,non,0,140.0,17,8,15a34,Q003190,0,82.64
Q003191,E001,8,6,36.9,4.415278408864456,18.456534914669962,34,0.332,0.0793,1,H,Urbain,non,1,867.0,18,5,15a34,Q003191,0,12.61
Q003192,E052,55,6,49.2,4.402468598699393,18.55287425464183,27,0.176,0.068,1,H,Urbain,non,0,23.0,8,7,15a34,Q003192,0,14.71
Q003193,E051,103,2,37.8,4.282735510967223,18.499971238955816,43,0.093,0.0499,0,F,Rural,non,0,26.0,8,6,35plus,Q003193,0,20.04
Q003194,E015,28,3,23.9,4.289051979620388,18.55110666137537,45,0.303,0.0781,0,H,Rural,non,1,673.0,9,2,35plus,Q003194,0,12.8
Q003195,E056,37,4,41.4,4.390713874321175,18.598226095404733,34,0.193,0.0311,1,H,Urbain,non,2,50.0,7,7,15a34,Q003195,0,32.15
Q003196,E014,57,2,45.9,4.334228343744097,18.425333808212446,65,0.144,0.0614,1,F,Rural,non,1,120.0,7,2,35plus,Q003196,0,16.29
Q003197,E017,9,5,21.6,4.351256211000052,18.62535576593848,20,0.236,0.0555,1,H,Rural,oui,3,58.0,9,8,15a34,Q003197,0,18.02
Q003198,E061,9,4,38.5,4.387327919371181,18.497698058368783,24,0.302,0.0152,1,H,Rural,non,0,177.0,18,7,15a34,Q003198,0,65.79
Q003199,E074,31,2,40.0,4.402923642275638,18.599795386962196,24,0.135,0.0291,1,F,Rural,oui,2,105.0,16,6,15a34,Q003199,0,34.36
Q003200,E020,108,3,32.5,4.298330773900955,18.592051724230796,47,0.097,0.0587,1,F,Urbain,non,2,110.0,17,3,35plus,Q003200,0,17.04
Q003201,E070,27,5,17.0,4.248919532008864,18.534941063907162,36,0.184,0.0776,1,H,Rural,oui,0,172.0,8,5,35plus,Q003201,0,12.89
Q003202,E069,88,3,31.9,4.354342671391556,18.572722729134508,0,0.174,0.0176,1,H,Urbain,oui,0,288.0,11,8,moins15,Q003202,1,56.82
Q003203,E058,52,5,29.9,4.31725790863966,18.51492611976243,26,0.308,0.0624,1,F,Urbain,oui,1,147.0,18,5,15a34,Q003203,0,16.03
Q003204,E011,92,6,44.7,4.363312521668137,18.463704969212806,22,0.066,0.0414,1,H,Urbain,non,2,196.0,13,6,15a34,Q003204,0,24.15
Q003205,E023,40,3,33.4,4.355569438872919,18.606886948346627,56,0.173,0.0132,1,H,Urbain,oui,2,224.0,16,4,35plus,Q003205,0,75.76
Q003206,E051,105,6,10.8,4.3112294669990545,18.51584158816306,18,0.045,0.0496,1,F,Rural,non,0,167.0,16,2,15a34,Q003206,1,20.16
Q003207,E075,45,3,29.9,4.464343166529889,18.640038804990567,30,0.297,0.0153,0,F,Rural,non,1,103.0,10,8,15a34,Q003207,0,65.36
Q003208,E062,95,4,9.8,4.36085006576878,18.59415106318971,7,0.021,0.0565,0,H,Urbain,non,2,367.0,16,8,moins15,Q003208,1,17.7
Q003209,E032,100,5,34.4,4.331312242265372,18.50776966553842,33,0.128,0.0624,1,H,Rural,oui,1,135.0,15,5,15a34,Q003209,0,16.03
Q003210,E018,52,1,28.5,4.365071688507189,18.579427756390068,59,0.122,0.0384,1,F,Urbain,non,1,231.0,11,8,35plus,Q003210,0,26.04
Q003211,E073,81,5,35.8,4.386493925814676,18.57639388667668,18,0.512,0.0655,1,F,Urbain,oui,1,318.0,15,6,15a34,Q003211,0,15.27
Q003212,E021,15,4,30.1,4.328373056356161,18.63612680455139,45,0.375,0.0317,1,F,Rural,non,0,215.0,15,7,35plus,Q003212,1,31.55
Q003213,E026,60,4,15.9,4.4760128064142695,18.525552506511882,27,0.259,0.0559,1,H,Urbain,non,0,25.0,10,5,15a34,Q003213,0,17.89
Q003214,E073,45,6,38.7,4.283870827534565,18.538386556386598,30,0.166,0.075,1,H,Urbain,non,1,437.0,17,6,15a34,Q003214,0,13.33
Q003215,E043,115,3,38.0,4.287347046234033,18.571664369640867,40,0.311,0.0205,1,F,Urbain,non,3,350.0,7,7,35plus,Q003215,1,48.78
Q003216,E020,113,6,12.1,4.280033291035269,18.550908068439707,12,0.359,0.0624,1,H,Rural,non,0,59.0,12,5,moins15,Q003216,1,16.03
Q003217,E001,95,4,30.9,4.36019455978979,18.480486843023474,19,0.303,0.0525,1,F,Rural,non,1,315.0,11,5,15a34,Q003217,0,19.05
Q003218,E033,114,2,33.5,4.383647742626113,18.600741924958363,17,0.307,0.0547,1,F,Urbain,non,1,124.0,18,2,15a34,Q003218,0,18.28
Q003219,E074,118,4,39.7,4.343477105324649,18.62990908769684,56,0.186,0.0195,1,F,Urbain,non,2,490.0,17,8,35plus,Q003219,0,51.28
Q003220,E033,93,2,29.6,4.383498762597014,18.557666293350024,46,0.132,0.0398,1,F,Rural,non,1,262.0,14,3,35plus,Q003220,0,25.13
Q003221,E053,72,6,40.0,4.382827857375414,18.486367383540433,45,0.14,0.076,1,F,Rural,oui,1,89.0,16,2,35plus,Q003221,0,13.16
Q003222,E019,25,1,23.7,4.341961824436037,18.544344540013018,46,0.157,0.024,1,H,Urbain,oui,2,860.0,16,4,35plus,Q003222,0,41.67
Q003223,E059,98,3,35.2,4.381370098999284,18.50453463987808,43,0.086,0.0197,0,H,Urbain,non,0,142.0,17,3,35plus,Q003223,0,50.76
Q003224,E059,24,5,34.2,4.350177696963316,18.537043520766936,6,0.462,0.0754,1,F,Urbain,oui,1,347.0,13,7,moins15,Q003224,0,13.26
Q003225,E046,23,1,41.0,4.33954881116154,18.559271991781003,22,0.039,0.0246,0,F,Rural,non,2,128.0,14,1,15a34,Q003225,1,40.65
Q003226,E058,106,3,27.6,4.335074549893159,18.582802429224422,27,0.136,0.0366,1,F,Urbain,non,1,513.0,11,5,15a34,Q003226,0,27.32
Q003227,E044,14,4,28.3,4.371652248705602,18.620258090077364,32,0.11,0.0783,1,H,Urbain,non,0,4.0,10,5,15a34,Q003227,0,12.77
Q003228,E029,18,3,24.2,4.420889556708033,18.581355585608218,15,0.111,0.0271,0,F,Rural,non,1,405.0,17,4,15a34,Q003228,0,36.9
Q003229,E056,62,5,30.0,4.299748426004125,18.497100774253003,10,0.032,0.036,1,F,Urbain,non,1,238.0,14,1,moins15,Q003229,1,27.78
Q003230,E063,71,2,35.8,4.335985040826276,18.584093152358026,15,0.177,0.0541,0,F,Rural,non,1,384.0,11,6,15a34,Q003230,0,18.48
Q003231,E064,6,3,21.4,4.368133327689014,18.53571300511735,19,0.282,0.0137,1,H,Urbain,non,1,72.0,18,7,15a34,Q003231,0,72.99
Q003232,E016,46,2,30.9,4.447842987560933,18.54135283020546,25,0.91,0.062,1,H,Rural,oui,2,25.0,7,5,15a34,Q003232,1,16.13
Q003233,E051,28,4,38.3,4.381584589900465,18.549298481266945,37,0.326,0.0396,1,H,Rural,non,1,465.0,13,7,35plus,Q003233,0,25.25
Q003234,E001,37,6,33.3,4.319364752338412,18.556753657099037,28,0.381,0.0693,0,H,Rural,non,1,116.0,12,4,15a34,Q003234,0,14.43
Q003235,E043,22,2,34.5,4.313805118061493,18.600630283270963,49,0.171,0.0243,0,F,Rural,non,0,337.0,9,4,35plus,Q003235,1,41.15
Q003236,E043,82,3,23.5,4.409254754806414,18.574841206130536,40,0.197,0.0388,1,F,Rural,oui,0,13.0,10,8,35plus,Q003236,0,25.77
Q003237,E028,57,2,33.3,4.34431841467992,18.490724030783056,26,0.127,0.0646,1,F,Urbain,non,1,26.0,9,3,15a34,Q003237,0,15.48
Q003238,E075,116,2,34.2,4.298454504591925,18.47489476614794,37,0.186,0.052,1,F,Urbain,oui,0,241.0,18,1,35plus,Q003238,0,19.23
Q003239,E067,1,6,32.9,4.4106901382249974,18.582510012508884,29,0.21,0.0586,1,F,Urbain,non,3,632.0,16,4,15a34,Q003239,1,17.06
Q003240,E003,94,5,35.1,4.375409229908056,18.576934743364284,22,0.161,0.029,1,H,Urbain,non,1,80.0,18,7,15a34,Q003240,0,34.48
Q003241,E016,110,6,31.8,4.300292630923697,18.61305625551316,31,0.359,0.0438,1,H,Rural,non,1,38.0,9,6,15a34,Q003241,0,22.83
Q003242,E016,59,4,30.8,4.292983627207535,18.545076559656398,37,0.412,0.0677,1,F,Rural,oui,1,656.0,13,7,35plus,Q003242,0,14.77
Q003243,E068,84,4,26.7,4.2516180704559945,18.563999838821402,46,0.266,0.0658,1,H,Rural,non,1,384.0,9,8,35plus,Q003243,0,15.2
Q003244,E039,53,5,40.8,4.328881150701986,18.57387147093912,64,0.907,0.0426,1,H,Urbain,non,3,254.0,16,2,35plus,Q003244,1,23.47
Q003245,E055,72,4,25.4,4.375228971152566,18.47228065536798,50,0.133,0.0208,1,H,Rural,oui,0,14.0,18,7,35plus,Q003245,0,48.08
Q003246,E061,109,5,35.1,4.408027681480331,18.46938740628519,15,0.492,0.0657,1,F,Urbain,non,0,69.0,13,2,15a34,Q003246,1,15.22
Q003247,E058,64,2,46.7,4.381247154112907,18.586794467150124,7,0.172,0.0112,1,F,Rural,oui,0,78.0,8,7,moins15,Q003247,0,89.29
Q003248,E007,70,1,41.7,4.2947586180650585,18.568461345967265,50,0.177,0.0384,1,H,Rural,non,1,12.0,9,6,35plus,Q003248,0,26.04
Q003249,E011,119,3,37.6,4.345814702896807,18.61733649676004,29,0.289,0.0792,0,H,Urbain,oui,2,568.0,16,3,15a34,Q003249,0,12.63
Q003250,E030,60,1,35.7,4.431468762929631,18.642187042976836,20,0.33,0.044,1,F,Rural,oui,0,207.0,14,7,15a34,Q003250,0,22.73
Q003251,E026,21,1,33.1,4.33439469616058,18.53498000262179,55,0.111,0.0702,1,F,Rural,non,4,191.0,18,7,35plus,Q003251,0,14.25
Q003252,E057,82,1,7.0,4.398443511942415,18.532375459318306,28,0.46,0.0645,1,F,Rural,non,1,223.0,10,1,15a34,Q003252,1,15.5
Q003253,E012,84,1,32.2,4.392267372800006,18.48217132760273,29,0.028,0.0512,1,H,Urbain,non,1,456.0,14,3,15a34,Q003253,0,19.53
Q003254,E028,29,5,38.0,4.397990846607864,18.575903976598195,21,0.052,0.0427,1,H,Rural,oui,2,391.0,17,3,15a34,Q003254,0,23.42
Q003255,E018,88,4,36.7,4.381559742576277,18.44708746897571,0,0.364,0.0124,1,F,Rural,oui,0,635.0,14,1,moins15,Q003255,0,80.65
Q003256,E015,8,6,39.5,4.3978367017745,18.501483798699432,17,0.459,0.0161,1,F,Rural,oui,3,300.0,17,5,15a34,Q003256,0,62.11
Q003257,E013,39,2,42.5,4.285922379593985,18.565432535546304,21,0.173,0.0551,1,F,Urbain,oui,2,45.0,18,3,15a34,Q003257,0,18.15
Q003258,E015,103,2,32.9,4.435766525554254,18.517056611470647,6,0.125,0.0115,0,F,Urbain,oui,0,45.0,10,2,moins15,Q003258,0,86.96
Q003259,E043,75,3,35.3,4.269671072337521,18.547637058627497,30,0.189,0.0551,1,H,Rural,non,1,46.0,10,3,15a34,Q003259,1,18.15
Q003260,E031,73,5,20.7,4.375590314663317,18.53964911312323,35,0.151,0.0589,0,H,Rural,oui,0,92.0,10,6,35plus,Q003260,0,16.98
Q003261,E033,75,6,49.8,4.357577344521889,18.49440106670849,45,0.118,0.0307,1,H,Rural,non,0,87.0,14,3,35plus,Q003261,1,32.57
Q003262,E036,20,5,31.1,4.328718374182592,18.44670739088734,19,0.296,0.0735,1,H,Rural,non,1,35.0,7,3,15a34,Q003262,0,13.61
Q003263,E056,116,4,38.6,4.3112419874884935,18.5850041955089,2,0.15,0.0551,1,H,Rural,non,2,738.0,8,5,moins15,Q003263,0,18.15
Q003264,E065,36,6,31.1,4.387487482819109,18.541107635974925,26,0.17,0.0244,1,H,Urbain,non,2,816.0,16,6,15a34,Q003264,0,40.98
Q003265,E040,95,2,30.9,4.4000669022948244,18.5669786178456,12,0.328,0.0496,1,F,Urbain,oui,2,502.0,11,8,moins15,Q003265,0,20.16
Q003266,E049,119,3,32.3,4.354846276476312,18.54707420943006,30,0.153,0.0534,1,F,Urbain,non,1,685.0,10,3,15a34,Q003266,0,18.73
Q003267,E056,29,2,11.9,4.345537537377374,18.546183368629848,44,0.221,0.0531,1,H,Urbain,non,0,296.0,9,4,35plus,Q003267,1,18.83
Q003268,E052,77,1,16.6,4.424071390455524,18.558174785652547,23,0.277,0.0177,1,H,Urbain,oui,1,427.0,8,1,15a34,Q003268,0,56.5
Q003269,E011,6,3,42.1,4.338914574635269,18.54038240898973,29,0.271,0.0432,1,F,Rural,oui,2,68.0,11,7,15a34,Q003269,0,23.15
Q003270,E074,77,5,6.6,4.3578909079840145,18.53307312168201,0,0.132,0.0443,1,H,Rural,oui,1,577.0,7,6,moins15,Q003270,1,22.57
Q003271,E013,53,2,27.6,4.34981966336702,18.4997487601215,25,0.21,0.0448,1,H,Rural,oui,1,196.0,17,8,15a34,Q003271,0,22.32
Q003272,E031,9,5,37.2,4.483539671880787,18.67412524884974,55,0.416,0.0707,1,F,Urbain,non,2,73.0,8,7,35plus,Q003272,0,14.14
Q003273,E049,81,4,39.8,4.318001138931173,18.600348387074405,39,0.191,0.0555,1,H,Urbain,oui,0,39.0,14,6,35plus,Q003273,0,18.02
Q003274,E031,117,5,29.1,4.401571487015592,18.62455061900051,19,0.308,0.0678,1,F,Rural,oui,0,105.0,16,6,15a34,Q003274,0,14.75
Q003275,E019,10,2,36.9,4.275032478497513,18.613452081476716,14,0.951,0.0526,1,F,Urbain,non,1,557.0,8,3,moins15,Q003275,1,19.01
Q003276,E070,108,6,41.0,4.312103686004838,18.536038394394964,30,0.132,0.0504,0,H,Rural,oui,3,347.0,7,4,15a34,Q003276,0,19.84
Q003277,E006,102,2,23.9,4.344539470095844,18.540912819399598,38,0.102,0.0645,1,F,Urbain,oui,1,163.0,12,8,35plus,Q003277,0,15.5
Q003278,E019,66,3,37.7,4.353452057664244,18.550143429675106,19,0.167,0.0712,1,H,Urbain,non,0,35.0,8,5,15a34,Q003278,0,14.04
Q003279,E075,109,5,36.6,4.346278878473502,18.53179143476081,28,0.075,0.0619,0,F,Rural,non,0,438.0,12,6,15a34,Q003279,0,16.16
Q003280,E055,38,5,10.7,4.355029570286419,18.593895194402815,2,0.083,0.0208,1,H,Urbain,non,0,530.0,13,7,moins15,Q003280,1,48.08
Q003281,E007,87,2,37.9,4.325548621660295,18.509327075720982,43,0.132,0.0191,0,H,Urbain,non,0,240.0,17,4,35plus,Q003281,0,52.36
Q003282,E057,84,2,31.1,4.424378580637349,18.49665737644042,20,0.361,0.0774,1,F,Rural,non,0,430.0,10,7,15a34,Q003282,1,12.92
Q003283,E073,70,3,31.9,4.3099788921135405,18.485180243159295,40,0.418,0.0591,1,F,Urbain,oui,0,226.0,16,3,35plus,Q003283,0,16.92
Q003284,E008,101,3,48.2,4.3972227683951575,18.533799056361552,36,0.285,0.046,1,F,Urbain,oui,1,170.0,9,5,35plus,Q003284,0,21.74
Q003285,E032,106,1,31.5,4.393881064300344,18.526406377780308,37,0.263,0.07,1,H,Rural,oui,0,266.0,15,3,35plus,Q003285,0,14.29
Q003286,E036,95,2,38.1,4.312608086844176,18.519059481059507,27,0.172,0.02,0,F,Rural,oui,1,3.0,12,6,15a34,Q003286,0,50.0
Q003287,E010,71,1,32.3,4.341650296380424,18.55418747963475,55,0.256,0.0493,1,H,Rural,non,1,114.0,10,8,35plus,Q003287,0,20.28
Q003288,E016,118,1,41.6,4.3598757320018935,18.491707353723466,21,0.358,0.0246,0,H,Rural,oui,4,556.0,16,6,15a34,Q003288,0,40.65
Q003289,E014,67,3,41.9,4.443770817451919,18.5871138359478,55,0.152,0.0468,1,H,Rural,oui,1,208.0,9,6,35plus,Q003289,0,21.37
Q003290,E014,77,1,33.8,4.341541278318563,18.495148285907838,34,0.13,0.0759,1,F,Rural,oui,1,206.0,12,4,15a34,Q003290,0,13.18
Q003291,E031,23,5,31.2,4.541181472527702,18.491365733496437,32,0.437,0.0635,1,H,Rural,non,2,67.0,17,2,15a34,Q003291,0,15.75
Q003292,E035,39,5,31.0,4.398393820828752,18.51781562855771,27,0.315,0.0694,1,H,Urbain,non,2,175.0,12,7,15a34,Q003292,0,14.41
Q003293,E018,109,2,21.9,4.377174972308892,18.543096275594806,32,0.044,0.0668,1,H,Rural,non,0,169.0,15,7,15a34,Q003293,0,14.97
Q003294,E022,60,6,34.7,4.404210647918397,18.59302691942648,31,0.567,0.0261,1,H,Rural,non,1,105.0,15,6,15a34,Q003294,0,38.31
Q003295,E015,62,4,34.6,4.2740709688254865,18.54626788492948,55,0.04,0.0312,1,H,Rural,non,1,160.0,13,5,35plus,Q003295,1,32.05
Q003296,E060,98,2,28.3,4.418593854488094,18.469766263420603,12,0.333,0.0244,0,H,Urbain,non,2,314.0,13,8,moins15,Q003296,0,40.98
Q003297,E016,40,2,21.2,4.293859198500244,18.57437649346416,28,0.218,0.0756,1,H,Rural,non,1,436.0,18,7,15a34,Q003297,0,13.23
Q003298,E069,32,3,11.8,4.4034829657645265,18.57341573172093,16,0.08,0.0509,1,F,Rural,non,2,21.0,15,3,15a34,Q003298,1,19.65
Q003299,E041,2,6,36.3,4.3303735351943455,18.520981843340543,22,0.021,0.0506,0,F,Urbain,non,0,433.0,13,3,15a34,Q003299,0,19.76
Q003300,E061,28,1,36.8,4.320036623922181,18.558542382299123,31,0.236,0.0276,1,F,Rural,non,1,332.0,8,7,15a34,Q003300,0,36.23
Q003301,E048,62,1,27.1,4.44862548218868,18.621729348585824,53,0.193,0.0186,1,H,Urbain,non,1,170.0,14,2,35plus,Q003301,0,53.76
Q003302,E020,87,3,36.8,4.3550171731690765,18.506790387987625,38,0.151,0.047,1,H,Rural,oui,0,60.0,7,6,35plus,Q003302,0,21.28
Q003303,E046,40,6,32.7,4.283447176551974,18.598024774099027,16,0.346,0.0688,1,H,Urbain,non,2,620.0,8,8,15a34,Q003303,0,14.53
Q003304,E021,54,2,40.1,4.408739301866141,18.613277614852677,26,0.431,0.029,1,F,Rural,non,0,289.0,12,2,15a34,Q003304,0,34.48
Q003305,E009,27,5,27.2,4.298967366064842,18.558791626446443,48,0.341,0.0494,1,H,Rural,non,1,307.0,9,2,35plus,Q003305,0,20.24
Q003306,E020,98,4,42.1,4.4280374042562105,18.4885510860853,22,0.133,0.0219,1,F,Rural,non,2,60.0,17,5,15a34,Q003306,0,45.66
Q003307,E021,63,2,44.6,4.359189607349355,18.615345693221098,33,0.247,0.0312,0,F,Rural,oui,0,164.0,7,5,15a34,Q003307,0,32.05
Q003308,E011,18,6,34.8,4.296308611495473,18.595799570782518,37,0.031,0.0626,1,H,Urbain,non,2,395.0,14,1,35plus,Q003308,0,15.97
Q003309,E002,74,1,36.8,4.40106668661359,18.577419242005966,27,0.036,0.0396,1,H,Urbain,non,3,859.0,15,4,15a34,Q003309,0,25.25
Q003310,E071,41,4,39.5,4.386059547726458,18.547380565355272,15,0.073,0.037,1,F,Rural,non,0,232.0,9,5,15a34,Q003310,1,27.03
Q003311,E039,104,4,26.8,4.253831914042628,18.607869142808127,35,0.228,0.0223,1,F,Urbain,non,0,20.0,10,4,15a34,Q003311,1,44.84
Q003312,E031,33,5,30.6,4.356829208812877,18.50749672817091,65,0.195,0.051,1,F,Rural,non,1,213.0,7,2,35plus,Q003312,0,19.61
Q003313,E070,104,6,35.3,4.374942777632843,18.59285612343438,24,0.088,0.0785,1,H,Rural,oui,0,485.0,15,1,15a34,Q003313,0,12.74
Q003314,E017,84,5,48.2,4.372026397973142,18.53391537205858,22,0.591,0.0252,1,F,Urbain,oui,0,149.0,15,6,15a34,Q003314,0,39.68
Q003315,E031,17,4,25.6,4.350763290483682,18.466177874395832,42,0.233,0.0304,1,F,Urbain,oui,0,16.0,17,8,35plus,Q003315,0,32.89
Q003316,E064,92,1,12.0,4.397249072421908,18.4997698122655,66,0.074,0.0602,1,F,Urbain,non,0,210.0,8,7,35plus,Q003316,1,16.61
Q003317,E048,87,2,32.6,4.388447060849455,18.57019635788327,18,0.164,0.0741,1,F,Rural,non,0,15.0,9,7,15a34,Q003317,0,13.5
Q003318,E030,55,3,33.8,4.361557246042749,18.561109676248623,13,0.379,0.0435,1,F,Rural,oui,1,878.0,15,2,moins15,Q003318,0,22.99
Q003319,E020,20,3,42.5,4.348182005141696,18.572162903826804,42,0.079,0.0603,1,H,Rural,non,1,474.0,10,1,35plus,Q003319,0,16.58
Q003320,E003,58,1,48.2,4.367405866135512,18.531647388847883,43,0.129,0.018,1,F,Urbain,non,0,165.0,12,4,35plus,Q003320,0,55.56
Q003321,E007,74,1,37.0,4.329815071030575,18.5605512431505,16,0.21,0.0406,0,F,Rural,non,1,710.0,18,3,15a34,Q003321,0,24.63
Q003322,E013,16,3,42.2,4.308874936693617,18.581273429395644,26,0.218,0.0137,1,F,Rural,non,0,265.0,17,5,15a34,Q003322,0,72.99
Q003323,E059,41,5,27.6,4.303809908392574,18.667996918380947,13,0.036,0.0447,1,H,Rural,non,0,136.0,13,5,moins15,Q003323,0,22.37
Q003324,E048,85,6,30.3,4.354999368459439,18.53039334204677,25,0.155,0.0477,1,F,Urbain,non,1,141.0,7,5,15a34,Q003324,0,20.96
Q003325,E033,67,6,24.5,4.317113326104805,18.6012367645818,26,0.214,0.0306,1,H,Rural,oui,3,37.0,18,1,15a34,Q003325,0,32.68
Q003326,E059,120,3,30.4,4.352059990813791,18.58232959806403,45,0.083,0.0432,1,H,Urbain,non,0,114.0,10,6,35plus,Q003326,0,23.15
