client_id,satisfaction,date_enquete
16276,4.0,2026-06-15
34182,8.0,2026-06-15
64632,6.0,2026-06-15
3187,6.0,2026-06-15
53245,9.0,2026-06-15
48473,7.0,2026-06-15
40464,10.0,2026-06-15
79508,6.0,2026-06-15
15257,7.0,2026-06-15
56051,9.0,2026-06-15
40704,8.0,2026-06-15
64830,7.0,2026-06-15
10676,9.0,2026-06-15
32492,9.0,2026-06-15
21156,7.0,2026-06-15
8983,9.0,2026-06-15
28500,7.0,2026-06-15
50137,5.0,2026-06-15
70400,6.0,2026-06-15
9907,6.0,2026-06-15
47179,7.0,2026-06-15
51032,8.0,2026-06-15
19575,6.0,2026-06-15
18189,6.0,2026-06-15
37399,7.0,2026-06-15
27898,5.0,2026-06-15
54856,9.0,2026-06-15
73099,7.0,2026-06-15
67498,5.0,2026-06-15
64468,10.0,2026-06-15
79932,10.0,2026-06-15
66342,7.0,2026-06-15
72638,10.0,2026-06-15
73136,9.0,2026-06-15
70282,9.0,2026-06-15
5745,6.0,2026-06-15
13828,8.0,2026-06-15
74694,9.0,2026-06-15
60992,8.0,2026-06-15
71631,4.0,2026-06-15
20643,6.0,2026-06-15
36330,9.0,2026-06-15
18100,9.0,2026-06-15
64568,9.0,2026-06-15
55898,6.0,2026-06-15
35489,5.0,2026-06-15
51235,6.0,2026-06-15
26334,9.0,2026-06-15
12334,5.0,2026-06-15
40182,7.0,2026-06-15
15101,6.0,2026-06-15
879,6.0,2026-06-15
51945,10.0,2026-06-15
63611,9.0,2026-06-15
55201,6.0,2026-06-15
48394,7.0,2026-06-15
58623,8.0,2026-06-15
572,8.0,2026-06-15
5215,9.0,2026-06-15
48285,7.0,2026-06-15
66244,7.0,2026-06-15
31082,10.0,2026-06-15
26664,5.0,2026-06-15
60415,6.0,2026-06-15
37246,6.0,2026-06-15
43849,6.0,2026-06-15
49190,7.0,2026-06-15
71913,10.0,2026-06-15
10245,6.0,2026-06-15
55451,9.0,2026-06-15
20457,8.0,2026-06-15
24905,8.0,2026-06-15
79006,9.0,2026-06-15
26322,8.0,2026-06-15
43915,7.0,2026-06-15
79691,8.0,2026-06-15
30700,8.0,2026-06-15
39089,8.0,2026-06-15
3550,9.0,2026-06-15
18542,5.0,2026-06-15
48928,6.0,2026-06-15
24601,5.0,2026-06-15
68620,9.0,2026-06-15
51790,7.0,2026-06-15
26919,9.0,2026-06-15
13311,6.0,2026-06-15
11749,8.0,2026-06-15
20812,6.0,2026-06-15
74884,9.0,2026-06-15
36191,9.0,2026-06-15
41686,8.0,2026-06-15
7092,8.0,2026-06-15
57791,9.0,2026-06-15
2835,6.0,2026-06-15
18003,9.0,2026-06-15
72477,6.0,2026-06-15
50072,5.0,2026-06-15
47475,8.0,2026-06-15
58628,10.0,2026-06-15
40476,8.0,2026-06-15
40725,10.0,2026-06-15
75755,9.0,2026-06-15
31796,8.0,2026-06-15
54258,6.0,2026-06-15
57714,7.0,2026-06-15
70076,9.0,2026-06-15
61690,5.0,2026-06-15
17972,8.0,2026-06-15
46570,10.0,2026-06-15
31286,6.0,2026-06-15
34057,7.0,2026-06-15
47779,9.0,2026-06-15
5079,7.0,2026-06-15
32311,8.0,2026-06-15
60567,7.0,2026-06-15
8105,6.0,2026-06-15
3574,8.0,2026-06-15
79851,8.0,2026-06-15
50648,7.0,2026-06-15
32366,6.0,2026-06-15
75022,9.0,2026-06-15
22564,6.0,2026-06-15
18496,6.0,2026-06-15
55523,8.0,2026-06-15
12431,7.0,2026-06-15
32101,8.0,2026-06-15
21960,8.0,2026-06-15
36099,6.0,2026-06-15
29291,7.0,2026-06-15
43106,9.0,2026-06-15
23526,8.0,2026-06-15
65831,9.0,2026-06-15
19178,8.0,2026-06-15
76252,8.0,2026-06-15
58244,4.0,2026-06-15
77053,5.0,2026-06-15
7051,7.0,2026-06-15
20106,9.0,2026-06-15
36759,5.0,2026-06-15
33276,7.0,2026-06-15
31490,10.0,2026-06-15
55502,9.0,2026-06-15
45432,7.0,2026-06-15
22687,6.0,2026-06-15
1290,5.0,2026-06-15
65160,6.0,2026-06-15
22106,7.0,2026-06-15
36239,6.0,2026-06-15
608,7.0,2026-06-15
53755,6.0,2026-06-15
29830,9.0,2026-06-15
17006,7.0,2026-06-15
15839,9.0,2026-06-15
1710,10.0,2026-06-15
60412,8.0,2026-06-15
59614,8.0,2026-06-15
73345,9.0,2026-06-15
23697,9.0,2026-06-15
19431,10.0,2026-06-15
31471,9.0,2026-06-15
18608,5.0,2026-06-15
51320,10.0,2026-06-15
35437,8.0,2026-06-15
15165,7.0,2026-06-15
21512,9.0,2026-06-15
49691,9.0,2026-06-15
3776,5.0,2026-06-15
11574,10.0,2026-06-15
36068,10.0,2026-06-15
31440,8.0,2026-06-15
61048,8.0,2026-06-15
42928,7.0,2026-06-15
527,9.0,2026-06-15
21635,7.0,2026-06-15
59613,7.0,2026-06-15
30860,8.0,2026-06-15
16619,6.0,2026-06-15
36975,8.0,2026-06-15
21751,9.0,2026-06-15
31238,7.0,2026-06-15
64466,8.0,2026-06-15
29789,6.0,2026-06-15
32987,10.0,2026-06-15
41516,7.0,2026-06-15
31961,6.0,2026-06-15
13795,9.0,2026-06-15
21380,7.0,2026-06-15
16824,5.0,2026-06-15
30347,10.0,2026-06-15
79618,10.0,2026-06-15
41890,5.0,2026-06-15
69402,10.0,2026-06-15
56417,9.0,2026-06-15
68049,9.0,2026-06-15
63456,6.0,2026-06-15
53475,8.0,2026-06-15
46677,7.0,2026-06-15
1043,7.0,2026-06-15
18505,9.0,2026-06-15
71664,4.0,2026-06-15
61447,8.0,2026-06-15
11550,9.0,2026-06-15
78934,7.0,2026-06-15
18968,7.0,2026-06-15
8677,7.0,2026-06-15
61886,7.0,2026-06-15
40824,7.0,2026-06-15
24878,6.0,2026-06-15
11276,9.0,2026-06-15
11993,8.0,2026-06-15
10224,7.0,2026-06-15
55144,7.0,2026-06-15
39238,8.0,2026-06-15
3721,7.0,2026-06-15
12474,7.0,2026-06-15
40157,6.0,2026-06-15
6339,8.0,2026-06-15
66373,7.0,2026-06-15
6904,9.0,2026-06-15
24414,9.0,2026-06-15
37033,9.0,2026-06-15
14742,7.0,2026-06-15
65633,7.0,2026-06-15
15505,8.0,2026-06-15
37020,5.0,2026-06-15
62419,9.0,2026-06-15
76320,9.0,2026-06-15
62973,8.0,2026-06-15
17313,7.0,2026-06-15
49423,5.0,2026-06-15
49685,7.0,2026-06-15
18908,8.0,2026-06-15
46579,4.0,2026-06-15
69073,10.0,2026-06-15
1376,7.0,2026-06-15
30969,7.0,2026-06-15
71277,8.0,2026-06-15
68491,8.0,2026-06-15
17720,7.0,2026-06-15
13113,8.0,2026-06-15
64055,10.0,2026-06-15
2293,9.0,2026-06-15
22231,10.0,2026-06-15
79498,8.0,2026-06-15
41234,5.0,2026-06-15
45821,10.0,2026-06-15
33173,8.0,2026-06-15
45757,7.0,2026-06-15
16668,7.0,2026-06-15
70191,7.0,2026-06-15
64159,7.0,2026-06-15
28073,8.0,2026-06-15
3115,7.0,2026-06-15
61005,8.0,2026-06-15
5742,8.0,2026-06-15
9633,8.0,2026-06-15
1011,6.0,2026-06-15
43010,8.0,2026-06-15
65274,8.0,2026-06-15
34971,9.0,2026-06-15
42215,8.0,2026-06-15
54550,7.0,2026-06-15
65077,9.0,2026-06-15
60519,8.0,2026-06-15
42397,9.0,2026-06-15
32205,8.0,2026-06-15
54965,8.0,2026-06-15
68646,5.0,2026-06-15
77627,6.0,2026-06-15
73760,10.0,2026-06-15
58296,9.0,2026-06-15
10725,6.0,2026-06-15
35753,8.0,2026-06-15
55636,7.0,2026-06-15
22651,8.0,2026-06-15
79191,8.0,2026-06-15
65615,10.0,2026-06-15
64775,6.0,2026-06-15
54020,8.0,2026-06-15
57762,9.0,2026-06-15
76688,7.0,2026-06-15
52529,7.0,2026-06-15
9058,7.0,2026-06-15
72660,8.0,2026-06-15
76360,9.0,2026-06-15
30653,8.0,2026-06-15
59263,7.0,2026-06-15
79531,8.0,2026-06-15
77384,10.0,2026-06-15
45478,8.0,2026-06-15
55608,7.0,2026-06-15
26151,7.0,2026-06-15
4668,10.0,2026-06-15
17697,8.0,2026-06-15
14918,6.0,2026-06-15
66161,9.0,2026-06-15
51339,9.0,2026-06-15
58804,10.0,2026-06-15
19216,7.0,2026-06-15
15327,7.0,2026-06-15
16020,10.0,2026-06-15
71016,8.0,2026-06-15
55973,6.0,2026-06-15
44455,8.0,2026-06-15
18165,10.0,2026-06-15
35381,4.0,2026-06-15
65728,8.0,2026-06-15
68944,9.0,2026-06-15
27393,9.0,2026-06-15
78121,8.0,2026-06-15
72136,7.0,2026-06-15
71627,6.0,2026-06-15
74157,7.0,2026-06-15
66215,7.0,2026-06-15
52389,7.0,2026-06-15
34563,4.0,2026-06-15
10937,5.0,2026-06-15
69909,9.0,2026-06-15
73987,5.0,2026-06-15
29837,6.0,2026-06-15
59630,7.0,2026-06-15
24562,6.0,2026-06-15
13533,9.0,2026-06-15
34472,9.0,2026-06-15
50177,7.0,2026-06-15
27764,9.0,2026-06-15
48484,6.0,2026-06-15
36965,8.0,2026-06-15
256,7.0,2026-06-15
35369,8.0,2026-06-15
51773,5.0,2026-06-15
4370,7.0,2026-06-15
41015,7.0,2026-06-15
24725,9.0,2026-06-15
10614,8.0,2026-06-15
15990,6.0,2026-06-15
73781,7.0,2026-06-15
78935,7.0,2026-06-15
78870,7.0,2026-06-15
49271,7.0,2026-06-15
902,10.0,2026-06-15
45124,9.0,2026-06-15
46139,8.0,2026-06-15
38826,9.0,2026-06-15
21841,8.0,2026-06-15
73130,7.0,2026-06-15
38938,6.0,2026-06-15
20714,6.0,2026-06-15
67388,7.0,2026-06-15
29406,8.0,2026-06-15
38976,6.0,2026-06-15
1307,8.0,2026-06-15
71707,7.0,2026-06-15
46670,9.0,2026-06-15
32223,9.0,2026-06-15
38213,7.0,2026-06-15
31953,6.0,2026-06-15
38001,7.0,2026-06-15
14388,10.0,2026-06-15
72124,5.0,2026-06-15
25536,7.0,2026-06-15
10186,9.0,2026-06-15
36430,8.0,2026-06-15
3861,7.0,2026-06-15
8959,5.0,2026-06-15
36572,8.0,2026-06-15
24270,6.0,2026-06-15
34167,6.0,2026-06-15
34458,10.0,2026-06-15
15759,9.0,2026-06-15
18153,7.0,2026-06-15
72286,7.0,2026-06-15
39312,8.0,2026-06-15
63256,7.0,2026-06-15
75279,10.0,2026-06-15
4677,7.0,2026-06-15
9130,9.0,2026-06-15
68903,6.0,2026-06-15
64548,9.0,2026-06-15
77834,8.0,2026-06-15
18610,8.0,2026-06-15
31129,6.0,2026-06-15
42155,8.0,2026-06-15
65258,10.0,2026-06-15
12032,9.0,2026-06-15
75837,7.0,2026-06-15
31242,7.0,2026-06-15
72729,7.0,2026-06-15
69049,8.0,2026-06-15
19570,5.0,2026-06-15
45166,9.0,2026-06-15
2522,7.0,2026-06-15
58507,8.0,2026-06-15
59264,6.0,2026-06-15
59542,6.0,2026-06-15
23468,7.0,2026-06-15
45515,7.0,2026-06-15
57132,9.0,2026-06-15
31103,6.0,2026-06-15
4385,9.0,2026-06-15
36911,7.0,2026-06-15
1625,8.0,2026-06-15
39221,8.0,2026-06-15
40836,8.0,2026-06-15
1299,7.0,2026-06-15
35555,9.0,2026-06-15
47172,7.0,2026-06-15
59520,6.0,2026-06-15
36379,10.0,2026-06-15
39796,6.0,2026-06-15
37638,6.0,2026-06-15
29471,8.0,2026-06-15
56385,8.0,2026-06-15
35349,5.0,2026-06-15
20622,5.0,2026-06-15
58169,9.0,2026-06-15
59431,6.0,2026-06-15
60402,9.0,2026-06-15
33809,8.0,2026-06-15
64899,9.0,2026-06-15
22565,9.0,2026-06-15
29121,5.0,2026-06-15
45196,9.0,2026-06-15
1453,9.0,2026-06-15
22365,5.0,2026-06-15
22688,8.0,2026-06-15
35453,7.0,2026-06-15
63500,7.0,2026-06-15
17475,5.0,2026-06-15
27785,9.0,2026-06-15
54424,6.0,2026-06-15
71125,7.0,2026-06-15
34314,6.0,2026-06-15
24803,8.0,2026-06-15
28494,7.0,2026-06-15
68700,8.0,2026-06-15
79241,9.0,2026-06-15
57429,8.0,2026-06-15
39184,7.0,2026-06-15
68234,6.0,2026-06-15
74838,10.0,2026-06-15
57430,8.0,2026-06-15
49382,9.0,2026-06-15
48956,8.0,2026-06-15
1348,8.0,2026-06-15
43897,9.0,2026-06-15
5414,6.0,2026-06-15
62008,7.0,2026-06-15
68699,9.0,2026-06-15
58664,9.0,2026-06-15
15237,10.0,2026-06-15
22339,7.0,2026-06-15
49496,10.0,2026-06-15
27992,7.0,2026-06-15
70459,5.0,2026-06-15
37493,6.0,2026-06-15
28806,9.0,2026-06-15
43232,8.0,2026-06-15
56863,10.0,2026-06-15
35288,9.0,2026-06-15
10844,8.0,2026-06-15
5862,10.0,2026-06-15
44016,6.0,2026-06-15
60141,7.0,2026-06-15
70601,8.0,2026-06-15
7309,10.0,2026-06-15
43739,8.0,2026-06-15
16723,7.0,2026-06-15
75040,6.0,2026-06-15
70345,7.0,2026-06-15
8724,7.0,2026-06-15
52450,9.0,2026-06-15
45402,8.0,2026-06-15
62845,9.0,2026-06-15
18886,7.0,2026-06-15
64001,6.0,2026-06-15
1818,9.0,2026-06-15
13801,8.0,2026-06-15
65656,9.0,2026-06-15
55542,5.0,2026-06-15
23903,9.0,2026-06-15
51010,8.0,2026-06-15
35153,9.0,2026-06-15
65623,10.0,2026-06-15
20853,8.0,2026-06-15
60038,9.0,2026-06-15
23349,8.0,2026-06-15
27925,6.0,2026-06-15
18477,5.0,2026-06-15
7452,7.0,2026-06-15
26965,8.0,2026-06-15
23519,10.0,2026-06-15
26323,5.0,2026-06-15
77692,10.0,2026-06-15
41869,9.0,2026-06-15
21527,7.0,2026-06-15
27313,8.0,2026-06-15
72322,8.0,2026-06-15
34454,9.0,2026-06-15
2160,8.0,2026-06-15
50752,6.0,2026-06-15
26318,8.0,2026-06-15
57930,7.0,2026-06-15
38203,6.0,2026-06-15
24977,7.0,2026-06-15
69838,7.0,2026-06-15
61292,8.0,2026-06-15
9951,8.0,2026-06-15
12646,4.0,2026-06-15
65540,9.0,2026-06-15
49414,9.0,2026-06-15
3429,9.0,2026-06-15
52649,6.0,2026-06-15
69431,9.0,2026-06-15
4615,5.0,2026-06-15
38503,8.0,2026-06-15
38793,6.0,2026-06-15
71319,10.0,2026-06-15
38529,5.0,2026-06-15
51998,4.0,2026-06-15
21431,5.0,2026-06-15
24762,10.0,2026-06-15
7160,7.0,2026-06-15
69528,8.0,2026-06-15
42250,6.0,2026-06-15
68082,7.0,2026-06-15
78927,8.0,2026-06-15
57701,8.0,2026-06-15
60199,9.0,2026-06-15
28908,10.0,2026-06-15
44261,8.0,2026-06-15
26338,10.0,2026-06-15
72206,8.0,2026-06-15
25114,8.0,2026-06-15
71895,9.0,2026-06-15
52736,10.0,2026-06-15
27859,6.0,2026-06-15
2408,7.0,2026-06-15
23351,5.0,2026-06-15
17013,8.0,2026-06-15
22692,7.0,2026-06-15
28554,5.0,2026-06-15
52330,7.0,2026-06-15
67723,6.0,2026-06-15
1994,9.0,2026-06-15
32877,8.0,2026-06-15
1962,8.0,2026-06-15
45987,7.0,2026-06-15
39128,3.0,2026-06-15
20086,6.0,2026-06-15
36898,9.0,2026-06-15
64886,7.0,2026-06-15
64305,8.0,2026-06-15
49564,9.0,2026-06-15
24695,8.0,2026-06-15
21898,5.0,2026-06-15
42978,5.0,2026-06-15
41618,7.0,2026-06-15
77354,8.0,2026-06-15
33481,9.0,2026-06-15
35891,10.0,2026-06-15
26445,10.0,2026-06-15
19325,8.0,2026-06-15
70474,10.0,2026-06-15
45425,6.0,2026-06-15
47668,9.0,2026-06-15
11996,10.0,2026-06-15
78407,8.0,2026-06-15
25243,10.0,2026-06-15
56567,10.0,2026-06-15
46469,7.0,2026-06-15
42952,7.0,2026-06-15
21390,6.0,2026-06-15
43746,9.0,2026-06-15
12518,9.0,2026-06-15
31897,6.0,2026-06-15
64009,8.0,2026-06-15
69955,9.0,2026-06-15
59092,7.0,2026-06-15
54851,7.0,2026-06-15
51361,7.0,2026-06-15
53016,6.0,2026-06-15
52090,7.0,2026-06-15
55179,8.0,2026-06-15
2560,6.0,2026-06-15
10405,7.0,2026-06-15
7502,6.0,2026-06-15
34217,6.0,2026-06-15
59844,9.0,2026-06-15
70237,7.0,2026-06-15
74195,7.0,2026-06-15
5768,10.0,2026-06-15
70132,8.0,2026-06-15
31360,9.0,2026-06-15
50414,7.0,2026-06-15
49158,5.0,2026-06-15
73132,7.0,2026-06-15
3295,7.0,2026-06-15
72490,9.0,2026-06-15
11750,10.0,2026-06-15
73713,9.0,2026-06-15
59723,8.0,2026-06-15
30616,7.0,2026-06-15
22146,8.0,2026-06-15
67399,6.0,2026-06-15
75995,7.0,2026-06-15
63279,8.0,2026-06-15
26390,9.0,2026-06-15
66859,10.0,2026-06-15
24618,6.0,2026-06-15
54878,7.0,2026-06-15
40948,9.0,2026-06-15
77191,5.0,2026-06-15
39754,8.0,2026-06-15
52825,9.0,2026-06-15
14041,9.0,2026-06-15
34060,8.0,2026-06-15
10660,7.0,2026-06-15
52476,8.0,2026-06-15
44672,7.0,2026-06-15
13331,9.0,2026-06-15
58291,5.0,2026-06-15
39439,6.0,2026-06-15
59710,8.0,2026-06-15
49899,7.0,2026-06-15
14820,6.0,2026-06-15
47223,8.0,2026-06-15
13077,7.0,2026-06-15
77915,5.0,2026-06-15
17841,9.0,2026-06-15
4596,9.0,2026-06-15
54559,8.0,2026-06-15
77684,8.0,2026-06-15
25275,9.0,2026-06-15
42442,6.0,2026-06-15
41665,6.0,2026-06-15
61056,5.0,2026-06-15
68603,9.0,2026-06-15
61133,8.0,2026-06-15
17511,6.0,2026-06-15
69670,6.0,2026-06-15
33594,8.0,2026-06-15
40799,7.0,2026-06-15
37180,6.0,2026-06-15
26036,9.0,2026-06-15
57810,9.0,2026-06-15
72395,8.0,2026-06-15
25306,7.0,2026-06-15
58350,6.0,2026-06-15
35736,7.0,2026-06-15
18013,8.0,2026-06-15
45573,9.0,2026-06-15
68751,5.0,2026-06-15
20057,8.0,2026-06-15
51019,6.0,2026-06-15
3144,9.0,2026-06-15
30121,10.0,2026-06-15
64916,7.0,2026-06-15
24698,9.0,2026-06-15
44792,7.0,2026-06-15
23204,9.0,2026-06-15
43029,6.0,2026-06-15
73667,7.0,2026-06-15
6036,6.0,2026-06-15
20353,8.0,2026-06-15
43553,6.0,2026-06-15
57327,7.0,2026-06-15
53679,8.0,2026-06-15
39218,7.0,2026-06-15
64430,8.0,2026-06-15
67265,8.0,2026-06-15
11864,9.0,2026-06-15
75176,5.0,2026-06-15
13162,9.0,2026-06-15
24653,8.0,2026-06-15
44755,8.0,2026-06-15
28645,7.0,2026-06-15
57519,9.0,2026-06-15
27309,7.0,2026-06-15
26470,8.0,2026-06-15
23531,8.0,2026-06-15
9674,9.0,2026-06-15
45149,8.0,2026-06-15
9254,9.0,2026-06-15
71048,7.0,2026-06-15
17161,7.0,2026-06-15
52550,8.0,2026-06-15
35222,8.0,2026-06-15
76542,7.0,2026-06-15
30516,5.0,2026-06-15
76755,6.0,2026-06-15
49337,8.0,2026-06-15
2024,9.0,2026-06-15
32696,5.0,2026-06-15
49394,8.0,2026-06-15
57771,8.0,2026-06-15
76031,9.0,2026-06-15
1143,7.0,2026-06-15
49719,6.0,2026-06-15
13508,10.0,2026-06-15
56453,4.0,2026-06-15
49641,8.0,2026-06-15
49563,10.0,2026-06-15
76613,5.0,2026-06-15
28534,8.0,2026-06-15
20519,7.0,2026-06-15
30633,9.0,2026-06-15
79399,9.0,2026-06-15
6210,6.0,2026-06-15
13955,8.0,2026-06-15
58709,10.0,2026-06-15
43831,7.0,2026-06-15
77935,8.0,2026-06-15
46388,8.0,2026-06-15
14400,7.0,2026-06-15
2864,8.0,2026-06-15
62210,8.0,2026-06-15
65583,8.0,2026-06-15
3718,6.0,2026-06-15
78066,5.0,2026-06-15
26221,6.0,2026-06-15
73015,8.0,2026-06-15
12338,6.0,2026-06-15
55455,8.0,2026-06-15
33757,5.0,2026-06-15
22235,9.0,2026-06-15
37807,6.0,2026-06-15
27960,9.0,2026-06-15
923,7.0,2026-06-15
29566,7.0,2026-06-15
58528,8.0,2026-06-15
19063,8.0,2026-06-15
73298,7.0,2026-06-15
6851,7.0,2026-06-15
14384,6.0,2026-06-15
68709,9.0,2026-06-15
73557,5.0,2026-06-15
56782,7.0,2026-06-15
18773,5.0,2026-06-15
74510,6.0,2026-06-15
10761,9.0,2026-06-15
27911,6.0,2026-06-15
20749,7.0,2026-06-15
18466,8.0,2026-06-15
55762,8.0,2026-06-15
35420,8.0,2026-06-15
13048,8.0,2026-06-15
59647,4.0,2026-06-15
66702,5.0,2026-06-15
18410,6.0,2026-06-15
22139,9.0,2026-06-15
11822,9.0,2026-06-15
43308,8.0,2026-06-15
22167,5.0,2026-06-15
71967,10.0,2026-06-15
28045,7.0,2026-06-15
75742,10.0,2026-06-15
26072,9.0,2026-06-15
74922,10.0,2026-06-15
29329,8.0,2026-06-15
78302,7.0,2026-06-15
25914,5.0,2026-06-15
55521,9.0,2026-06-15
58975,7.0,2026-06-15
77990,7.0,2026-06-15
66891,8.0,2026-06-15
28133,9.0,2026-06-15
27985,9.0,2026-06-15
18815,9.0,2026-06-15
30207,9.0,2026-06-15
16460,8.0,2026-06-15
46967,10.0,2026-06-15
44040,7.0,2026-06-15
72897,10.0,2026-06-15
18416,8.0,2026-06-15
17042,10.0,2026-06-15
8820,8.0,2026-06-15
63741,5.0,2026-06-15
68940,6.0,2026-06-15
56657,6.0,2026-06-15
10382,9.0,2026-06-15
62804,10.0,2026-06-15
21001,10.0,2026-06-15
52710,8.0,2026-06-15
7220,6.0,2026-06-15
46298,9.0,2026-06-15
55350,10.0,2026-06-15
57007,10.0,2026-06-15
10930,8.0,2026-06-15
9472,7.0,2026-06-15
1091,8.0,2026-06-15
72393,7.0,2026-06-15
69569,8.0,2026-06-15
63509,7.0,2026-06-15
54000,8.0,2026-06-15
4483,7.0,2026-06-15
7179,7.0,2026-06-15
371,8.0,2026-06-15
41296,8.0,2026-06-15
38896,8.0,2026-06-15
52213,7.0,2026-06-15
51169,7.0,2026-06-15
56443,6.0,2026-06-15
72497,7.0,2026-06-15
5767,8.0,2026-06-15
3258,9.0,2026-06-15
69835,5.0,2026-06-15
16242,10.0,2026-06-15
4622,5.0,2026-06-15
48199,10.0,2026-06-15
12020,9.0,2026-06-15
12604,9.0,2026-06-15
67362,8.0,2026-06-15
38506,8.0,2026-06-15
18207,7.0,2026-06-15
19502,6.0,2026-06-15
9942,6.0,2026-06-15
67617,7.0,2026-06-15
40532,7.0,2026-06-15
6816,8.0,2026-06-15
23034,7.0,2026-06-15
67903,10.0,2026-06-15
67194,9.0,2026-06-15
2443,6.0,2026-06-15
8534,7.0,2026-06-15
28491,8.0,2026-06-15
3199,7.0,2026-06-15
47237,9.0,2026-06-15
28395,7.0,2026-06-15
61801,9.0,2026-06-15
68017,8.0,2026-06-15
71482,8.0,2026-06-15
75135,7.0,2026-06-15
6403,7.0,2026-06-15
35450,5.0,2026-06-15
58878,9.0,2026-06-15
76502,8.0,2026-06-15
37897,7.0,2026-06-15
6483,6.0,2026-06-15
27155,5.0,2026-06-15
30551,9.0,2026-06-15
72665,7.0,2026-06-15
29080,7.0,2026-06-15
74497,7.0,2026-06-15
39503,8.0,2026-06-15
15065,8.0,2026-06-15
35709,6.0,2026-06-15
44041,8.0,2026-06-15
4204,7.0,2026-06-15
33882,6.0,2026-06-15
36227,6.0,2026-06-15
42135,8.0,2026-06-15
38014,5.0,2026-06-15
70991,7.0,2026-06-15
47441,10.0,2026-06-15
14880,10.0,2026-06-15
7590,9.0,2026-06-15
42950,7.0,2026-06-15
42703,6.0,2026-06-15
54300,8.0,2026-06-15
12336,9.0,2026-06-15
71412,8.0,2026-06-15
74067,5.0,2026-06-15
45475,7.0,2026-06-15
52940,7.0,2026-06-15
40063,9.0,2026-06-15
9354,8.0,2026-06-15
37379,8.0,2026-06-15
28072,8.0,2026-06-15
69475,9.0,2026-06-15
30831,8.0,2026-06-15
8409,9.0,2026-06-15
10748,8.0,2026-06-15
66413,7.0,2026-06-15
49399,8.0,2026-06-15
7215,10.0,2026-06-15
16475,10.0,2026-06-15
67001,7.0,2026-06-15
24861,9.0,2026-06-15
76457,7.0,2026-06-15
71488,6.0,2026-06-15
4005,9.0,2026-06-15
19362,10.0,2026-06-15
55795,8.0,2026-06-15
37366,8.0,2026-06-15
31365,10.0,2026-06-15
54648,7.0,2026-06-15
64337,6.0,2026-06-15
29726,7.0,2026-06-15
12511,8.0,2026-06-15
47909,6.0,2026-06-15
52896,10.0,2026-06-15
27330,9.0,2026-06-15
50586,6.0,2026-06-15
10894,8.0,2026-06-15
73923,8.0,2026-06-15
64251,7.0,2026-06-15
65916,7.0,2026-06-15
32158,5.0,2026-06-15
70382,10.0,2026-06-15
56958,5.0,2026-06-15
57364,8.0,2026-06-15
67777,6.0,2026-06-15
70309,7.0,2026-06-15
38252,8.0,2026-06-15
54597,8.0,2026-06-15
12951,7.0,2026-06-15
65624,7.0,2026-06-15
7116,6.0,2026-06-15
24439,6.0,2026-06-15
41720,8.0,2026-06-15
70828,6.0,2026-06-15
47228,9.0,2026-06-15
25587,7.0,2026-06-15
326,5.0,2026-06-15
30823,9.0,2026-06-15
72721,7.0,2026-06-15
4064,9.0,2026-06-15
27314,8.0,2026-06-15
49682,9.0,2026-06-15
54526,7.0,2026-06-15
78412,9.0,2026-06-15
73295,8.0,2026-06-15
71465,10.0,2026-06-15
30294,9.0,2026-06-15
39989,6.0,2026-06-15
50350,8.0,2026-06-15
75678,8.0,2026-06-15
37730,8.0,2026-06-15
26054,7.0,2026-06-15
46620,6.0,2026-06-15
74475,7.0,2026-06-15
45480,5.0,2026-06-15
26516,8.0,2026-06-15
17737,7.0,2026-06-15
7184,6.0,2026-06-15
16927,7.0,2026-06-15
66727,10.0,2026-06-15
56042,8.0,2026-06-15
75748,8.0,2026-06-15
33546,8.0,2026-06-15
57009,9.0,2026-06-15
52097,7.0,2026-06-15
59561,6.0,2026-06-15
5164,9.0,2026-06-15
47786,7.0,2026-06-15
30952,8.0,2026-06-15
20001,7.0,2026-06-15
58598,6.0,2026-06-15
69047,5.0,2026-06-15
41249,10.0,2026-06-15
65287,10.0,2026-06-15
76150,8.0,2026-06-15
51118,9.0,2026-06-15
11294,8.0,2026-06-15
32509,5.0,2026-06-15
16367,10.0,2026-06-15
79093,8.0,2026-06-15
23088,9.0,2026-06-15
21525,8.0,2026-06-15
27780,7.0,2026-06-15
48124,6.0,2026-06-15
5089,6.0,2026-06-15
67643,8.0,2026-06-15
51581,6.0,2026-06-15
78288,6.0,2026-06-15
67782,6.0,2026-06-15
2615,5.0,2026-06-15
38147,9.0,2026-06-15
26736,8.0,2026-06-15
16924,7.0,2026-06-15
78124,7.0,2026-06-15
19172,9.0,2026-06-15
52944,6.0,2026-06-15
47047,8.0,2026-06-15
56664,10.0,2026-06-15
58909,7.0,2026-06-15
41635,7.0,2026-06-15
24758,7.0,2026-06-15
44502,6.0,2026-06-15
70085,6.0,2026-06-15
79909,7.0,2026-06-15
10760,8.0,2026-06-15
37802,7.0,2026-06-15
52851,10.0,2026-06-15
77594,5.0,2026-06-15
70350,6.0,2026-06-15
56053,6.0,2026-06-15
157,7.0,2026-06-15
42207,8.0,2026-06-15
17895,10.0,2026-06-15
51959,7.0,2026-06-15
79066,8.0,2026-06-15
54499,7.0,2026-06-15
31513,9.0,2026-06-15
4135,7.0,2026-06-15
6698,9.0,2026-06-15
24563,8.0,2026-06-15
10036,8.0,2026-06-15
