questionnaire,enqueteur,grappe,strate,duree_min,lat,lon,age,straightlining,prob_inclusion,repondant,sexe,milieu,compte_bancaire,nb_corrections,distance_grappe_m,heure_debut,rang_dans_journee,classe_age,menage_id,invalide,poids_final
Q000793,E055,42,2,30.9,4.423734667479644,18.429982894417563,21,0.203,0.017,1,F,Urbain,non,0,1165.0,14,7,15a34,Q000793,0,58.82
Q000794,E062,68,3,32.9,4.398768000284743,18.509821349183653,9,0.032,0.0606,1,H,Urbain,oui,0,341.0,7,6,moins15,Q000794,0,16.5
Q000795,E033,105,6,38.5,4.406769811913783,18.560026643305363,40,0.258,0.0411,1,F,Rural,non,0,120.0,12,7,35plus,Q000795,1,24.33
Q000796,E023,104,3,19.1,4.382244602478504,18.583558195484155,40,0.13,0.0534,1,H,Rural,non,0,66.0,17,6,35plus,Q000796,0,18.73
Q000797,E073,2,3,42.7,4.410415019838519,18.4910120278102,17,0.542,0.0151,1,H,Rural,oui,0,180.0,8,6,15a34,Q000797,0,66.23
Q000798,E035,95,6,11.2,4.382031168787727,18.461665859414293,24,0.126,0.0759,0,F,Rural,non,1,80.0,9,3,15a34,Q000798,1,13.18
Q000799,E024,115,4,33.4,4.347281128556863,18.504610446996423,17,0.174,0.0426,1,F,Rural,non,1,87.0,9,1,15a34,Q000799,0,23.47
Q000800,E034,81,3,33.5,4.366710933680697,18.524041247215614,38,0.429,0.0127,1,F,Urbain,non,2,78.0,7,5,35plus,Q000800,0,78.74
Q000801,E001,23,6,33.7,4.354202431584075,18.654380945233097,15,0.976,0.0591,1,H,Urbain,non,1,149.0,10,3,15a34,Q000801,1,16.92
Q000802,E023,80,5,24.8,4.37706931088902,18.555491605793407,18,0.185,0.0166,1,F,Rural,non,1,405.0,16,3,15a34,Q000802,0,60.24
Q000803,E039,77,3,35.1,4.363972119421845,18.58243179344436,32,0.336,0.0114,1,F,Rural,non,1,375.0,7,5,15a34,Q000803,0,87.72
Q000804,E069,80,3,9.6,4.3442709121357845,18.6050069868786,18,0.185,0.0749,1,F,Rural,non,1,421.0,14,8,15a34,Q000804,1,13.35
Q000805,E056,52,1,19.7,4.350919626712556,18.527522856925636,55,0.126,0.0457,0,H,Rural,oui,0,656.0,15,8,35plus,Q000805,1,21.88
Q000806,E059,64,1,24.9,4.359820038193341,18.555022994932234,20,0.233,0.0645,1,F,Rural,non,2,161.0,18,6,15a34,Q000806,0,15.5
Q000807,E041,79,6,40.3,4.270946030140245,18.562649847740108,41,0.079,0.0664,1,H,Rural,non,0,927.0,14,2,35plus,Q000807,0,15.06
Q000808,E009,56,1,39.0,4.41122156169787,18.5803154039213,44,0.099,0.0158,1,F,Rural,non,0,395.0,10,7,35plus,Q000808,0,63.29
Q000809,E030,93,6,36.1,4.377396455281587,18.543570850740643,9,0.089,0.029,1,H,Rural,non,1,962.0,13,3,moins15,Q000809,0,34.48
Q000810,E075,86,2,29.2,4.329425554570272,18.602198483501798,27,0.324,0.0312,1,H,Urbain,oui,1,326.0,8,3,15a34,Q000810,0,32.05
Q000811,E004,37,4,39.0,4.389559726761364,18.605174810749514,17,0.146,0.0184,0,H,Urbain,oui,2,110.0,15,3,15a34,Q000811,0,54.35
Q000812,E066,74,5,25.6,4.334594515237806,18.53582843260792,44,0.145,0.0262,1,H,Rural,non,2,26.0,8,1,35plus,Q000812,0,38.17
Q000813,E052,91,6,33.0,4.33459298448289,18.587954045977956,29,0.295,0.0663,1,F,Urbain,non,1,161.0,7,8,15a34,Q000813,0,15.08
Q000814,E022,59,3,24.9,4.378731831128424,18.56946059008815,44,0.152,0.0292,0,H,Rural,non,2,508.0,12,7,35plus,Q000814,0,34.25
Q000815,E059,86,6,32.9,4.431531174083376,18.683089929559085,55,0.085,0.0356,1,F,Urbain,non,0,306.0,11,8,35plus,Q000815,0,28.09
Q000816,E063,16,3,26.8,4.373993750767798,18.59480968329125,56,0.217,0.0483,0,F,Rural,oui,1,27.0,18,1,35plus,Q000816,0,20.7
Q000817,E004,47,6,39.3,4.32120618694131,18.56931230408456,14,0.284,0.0582,1,H,Urbain,oui,0,329.0,10,4,moins15,Q000817,0,17.18
Q000818,E008,85,1,37.0,4.342409341643761,18.52153566775638,13,0.187,0.0221,1,F,Rural,non,0,193.0,18,3,moins15,Q000818,0,45.25
Q000819,E050,108,2,30.0,4.402452364743457,18.49827623391338,15,0.058,0.0177,1,H,Urbain,non,0,210.0,17,8,moins15,Q000819,1,56.5
Q000820,E075,78,4,41.6,4.380213991479976,18.57638736959629,48,0.148,0.0333,1,H,Rural,non,0,118.0,12,8,35plus,Q000820,0,30.03
Q000821,E002,80,5,27.3,4.407973590711508,18.464585959730808,42,0.092,0.033,0,H,Rural,oui,0,139.0,8,8,35plus,Q000821,0,30.3
Q000822,E050,42,5,33.8,4.379672853661906,18.631196475054505,41,0.135,0.037,1,F,Urbain,non,0,200.0,10,8,35plus,Q000822,0,27.03
Q000823,E011,85,3,29.7,4.39854159656911,18.447031145569703,39,0.136,0.0511,1,F,Urbain,oui,1,822.0,7,7,35plus,Q000823,0,19.57
Q000824,E049,43,4,39.2,4.460649795232028,18.498541648145327,24,0.24,0.0595,0,F,Rural,non,2,258.0,10,7,15a34,Q000824,0,16.81
Q000825,E047,7,4,38.5,4.292383996749262,18.600000865633504,32,0.213,0.0637,1,H,Urbain,non,0,245.0,17,8,15a34,Q000825,0,15.7
Q000826,E007,30,6,43.1,4.480357182423402,18.548229378845615,36,0.453,0.018,1,H,Rural,oui,2,234.0,8,1,35plus,Q000826,0,55.56
Q000827,E052,74,1,34.6,4.4068245490752735,18.559151489425293,32,0.473,0.0179,0,H,Urbain,oui,1,180.0,10,2,15a34,Q000827,0,55.87
Q000828,E068,116,1,13.3,4.491248606953707,18.515625809864176,20,0.386,0.0655,1,H,Rural,oui,0,466.0,9,6,15a34,Q000828,1,15.27
Q000829,E065,60,4,31.0,4.31083740436826,18.543620030857326,55,0.132,0.0124,1,H,Urbain,non,0,36.0,16,5,35plus,Q000829,0,80.65
Q000830,E003,104,1,45.0,4.379122574985659,18.584210613008114,12,0.115,0.0701,1,H,Rural,non,2,32.0,11,8,moins15,Q000830,0,14.27
Q000831,E019,94,2,31.7,4.367968827688049,18.50838704368677,24,0.456,0.069,0,F,Urbain,non,3,7.0,15,7,15a34,Q000831,0,14.49
Q000832,E019,68,4,20.6,4.404177006814773,18.536897034526575,52,0.527,0.0783,0,H,Urbain,non,0,95.0,14,7,35plus,Q000832,0,12.77
Q000833,E034,97,2,37.1,4.383487733565575,18.550264711470692,44,0.162,0.0372,1,F,Urbain,non,0,347.0,13,7,35plus,Q000833,0,26.88
Q000834,E011,49,2,37.7,4.377886770216326,18.536460278242092,11,0.167,0.0486,1,H,Rural,oui,3,403.0,7,7,moins15,Q000834,0,20.58
Q000835,E065,54,3,28.9,4.398946100158685,18.587542383159096,0,0.072,0.0108,1,H,Urbain,oui,1,285.0,17,6,moins15,Q000835,0,92.59
Q000836,E059,89,5,32.3,4.354659519310828,18.572971957001915,15,0.216,0.0555,1,H,Rural,non,0,822.0,16,6,15a34,Q000836,0,18.02
Q000837,E061,77,3,28.1,4.334208523833563,18.544768862732095,32,0.052,0.0749,1,F,Rural,oui,2,309.0,9,1,15a34,Q000837,0,13.35
Q000838,E015,64,5,37.7,4.382662472822487,18.46469985735031,31,0.286,0.0203,1,F,Rural,non,1,49.0,15,5,15a34,Q000838,0,49.26
Q000839,E002,52,1,34.4,4.334109454614218,18.60909157857524,30,0.281,0.0422,1,F,Urbain,non,0,230.0,9,8,15a34,Q000839,0,23.7
Q000840,E069,118,1,25.8,4.353723412613635,18.503812696382816,39,0.091,0.0312,0,H,Urbain,non,0,77.0,10,6,35plus,Q000840,0,32.05
Q000841,E022,8,1,33.9,4.287944529230573,18.638802688618775,31,0.128,0.0139,1,H,Rural,non,0,159.0,12,5,15a34,Q000841,0,71.94
Q000842,E050,7,6,28.9,4.362796295507198,18.507757996468253,45,0.167,0.0104,1,F,Rural,oui,0,51.0,15,5,35plus,Q000842,0,96.15
Q000843,E069,58,2,44.2,4.313567784115197,18.562707057390046,40,0.16,0.0182,1,H,Rural,non,0,1608.0,17,6,35plus,Q000843,1,54.95
Q000844,E003,5,1,40.3,4.358351137254709,18.58179633150607,0,0.417,0.0358,1,H,Urbain,non,2,159.0,11,3,moins15,Q000844,0,27.93
Q000845,E001,41,2,33.1,4.305698619750854,18.540169451680814,32,0.329,0.0569,1,F,Rural,non,0,264.0,18,8,15a34,Q000845,0,17.57
Q000846,E001,69,5,34.6,4.359033405997385,18.565597601552174,25,0.124,0.0412,1,F,Urbain,non,2,76.0,7,7,15a34,Q000846,1,24.27
Q000847,E012,49,3,41.1,4.404985299672111,18.53587360166465,35,0.355,0.018,1,F,Rural,non,0,78.0,10,5,35plus,Q000847,0,55.56
Q000848,E004,25,3,6.6,4.330207974092968,18.64445928409851,27,0.124,0.0603,1,H,Urbain,non,0,98.0,11,8,15a34,Q000848,1,16.58
Q000849,E062,35,1,39.3,4.313335490015995,18.560110199275183,6,0.261,0.0783,0,H,Urbain,non,0,258.0,16,1,moins15,Q000849,0,12.77
Q000850,E046,73,5,44.3,4.399082046465959,18.54417989108954,37,0.306,0.0613,1,F,Rural,oui,2,89.0,15,7,35plus,Q000850,0,16.31
Q000851,E074,115,2,30.6,4.405663846572013,18.562211133493207,41,0.342,0.0695,0,H,Rural,oui,1,4.0,7,3,35plus,Q000851,0,14.39
Q000852,E061,94,1,45.5,4.3612,18.5551,3,0.214,0.0379,0,F,Urbain,non,1,55.0,12,4,moins15,Q000852,1,26.39
Q000853,E073,66,5,13.0,4.33672736406671,18.569521156043358,56,0.452,0.0687,0,H,Urbain,oui,0,32.0,7,7,35plus,Q000853,1,14.56
Q000854,E018,17,6,35.7,4.328515709062837,18.55917073580206,45,0.154,0.0662,1,H,Urbain,non,2,114.0,16,7,35plus,Q000854,0,15.11
Q000855,E022,30,4,30.9,4.343425713965826,18.4782676627361,17,0.147,0.0313,1,H,Rural,non,0,175.0,9,6,15a34,Q000855,0,31.95
Q000856,E064,53,6,35.7,4.357041799476091,18.60776732598463,14,0.171,0.0439,0,F,Urbain,non,0,264.0,7,2,moins15,Q000856,0,22.78
Q000857,E019,30,3,32.3,4.273728651884078,18.567513896614148,34,0.078,0.0523,1,F,Rural,non,1,67.0,13,4,15a34,Q000857,0,19.12
Q000858,E005,83,4,28.5,4.310842513595984,18.527731065415203,32,0.219,0.0632,1,F,Rural,non,0,206.0,13,6,15a34,Q000858,0,15.82
Q000859,E051,44,3,37.7,4.42254352714973,18.566335791495966,40,0.108,0.0784,1,F,Rural,non,0,281.0,12,7,35plus,Q000859,0,12.76
Q000860,E061,101,4,26.8,4.370371400295521,18.619544465153698,38,0.089,0.052,1,H,Rural,non,0,450.0,7,3,35plus,Q000860,0,19.23
Q000861,E073,33,6,31.6,4.421349027888073,18.585752843623116,39,0.15,0.0154,1,F,Urbain,oui,3,97.0,18,1,35plus,Q000861,0,64.94
Q000862,E070,60,4,31.7,4.410783816053532,18.648427592836157,14,0.297,0.0583,1,H,Rural,non,1,271.0,10,8,moins15,Q000862,0,17.15
Q000863,E010,86,1,24.4,4.344377311903409,18.593717672997187,28,0.143,0.0216,0,H,Urbain,non,0,83.0,10,3,15a34,Q000863,0,46.3
Q000864,E058,25,4,38.6,4.345132473278905,18.453530680440487,36,0.04,0.0771,1,F,Rural,oui,0,79.0,16,7,35plus,Q000864,0,12.97
Q000865,E064,92,3,32.4,4.408328146839309,18.613046925333382,27,0.314,0.0775,1,H,Rural,oui,2,183.0,17,2,15a34,Q000865,0,12.9
Q000866,E053,71,4,43.1,4.397932471767446,18.462839413815217,40,0.099,0.0699,1,F,Rural,oui,1,698.0,10,1,35plus,Q000866,0,14.31
Q000867,E062,78,4,32.3,4.4093707627516805,18.61754701730985,47,0.135,0.0155,1,F,Rural,oui,2,427.0,12,4,35plus,Q000867,0,64.52
Q000868,E063,55,4,31.2,4.3612,18.5551,18,0.267,0.0791,1,H,Urbain,non,0,29.0,11,1,15a34,Q000868,1,12.64
Q000869,E034,113,6,27.7,4.367128994520507,18.633998147806693,30,0.064,0.0357,1,H,Rural,non,1,968.0,8,5,15a34,Q000869,0,28.01
Q000870,E004,93,6,34.3,4.347221965655991,18.57214435325657,23,0.091,0.061,1,F,Rural,oui,0,831.0,17,5,15a34,Q000870,0,16.39
Q000871,E035,24,6,34.3,4.357326576041831,18.564310711625943,24,0.086,0.0394,1,H,Rural,non,1,23.0,7,7,15a34,Q000871,0,25.38
Q000872,E016,67,4,39.2,4.3257178318330896,18.611932641878916,6,0.059,0.0459,1,F,Rural,non,1,147.0,18,6,moins15,Q000872,0,21.79
Q000873,E009,109,2,34.5,4.35626072119262,18.491159836600698,37,0.093,0.0241,1,F,Rural,oui,0,29.0,7,7,35plus,Q000873,0,41.49
Q000874,E010,34,2,48.7,4.351999542303098,18.55201555056151,73,0.035,0.073,1,F,Rural,non,3,503.0,11,2,35plus,Q000874,0,13.7
Q000875,E053,65,6,37.2,4.337062989330878,18.53849954317264,37,0.049,0.0585,1,F,Rural,oui,3,909.0,15,7,35plus,Q000875,0,17.09
Q000876,E038,91,6,27.1,4.3995573945814055,18.528525939935072,65,0.165,0.0502,1,F,Urbain,oui,0,176.0,16,5,35plus,Q000876,0,19.92
Q000877,E041,33,1,26.5,4.289488138947266,18.521465109458962,50,0.339,0.0235,1,F,Urbain,oui,0,51.0,15,5,35plus,Q000877,0,42.55
Q000878,E056,63,2,6.0,4.376871859328522,18.55790263738542,19,0.168,0.0387,1,F,Urbain,oui,1,317.0,15,4,15a34,Q000878,1,25.84
Q000879,E042,67,5,26.9,4.313915480275609,18.585915181385356,37,0.239,0.0378,1,H,Urbain,oui,2,33.0,14,1,35plus,Q000879,0,26.46
Q000880,E048,22,1,38.2,4.317607424333138,18.624365247990703,42,0.452,0.0157,0,H,Rural,non,1,97.0,12,7,35plus,Q000880,0,63.69
Q000881,E007,22,1,40.3,4.32189294438319,18.53576024481137,41,0.306,0.0524,1,H,Rural,non,0,233.0,12,1,35plus,Q000881,0,19.08
Q000882,E064,68,6,40.4,4.383541938167266,18.53162370110869,20,0.057,0.0505,1,H,Rural,non,0,228.0,13,2,15a34,Q000882,0,19.8
Q000883,E034,22,1,27.9,4.247118260921594,18.408950573788736,34,0.22,0.0498,1,F,Rural,non,1,269.0,7,6,15a34,Q000883,0,20.08
Q000884,E012,114,2,40.5,4.368435022530176,18.623225555496568,56,0.296,0.0416,1,H,Urbain,non,0,23.0,17,5,35plus,Q000884,0,24.04
Q000885,E061,63,6,36.3,4.362272689457313,18.482098736709897,7,0.071,0.0248,1,F,Rural,non,1,2.0,17,7,moins15,Q000885,0,40.32
Q000886,E056,85,1,29.7,4.311491876183837,18.57402125567557,46,0.188,0.0525,1,H,Urbain,non,2,145.0,11,8,35plus,Q000886,0,19.05
Q000887,E004,48,5,32.9,4.369110550454209,18.56462856103346,48,0.193,0.0448,0,F,Rural,oui,0,157.0,12,6,35plus,Q000887,0,22.32
Q000888,E015,36,4,37.3,4.299337415159051,18.599517715893917,5,0.114,0.0528,1,H,Rural,non,1,184.0,17,8,moins15,Q000888,0,18.94
Q000889,E002,59,4,29.3,4.357811750588475,18.50602095130222,21,0.164,0.027,0,F,Urbain,oui,0,264.0,14,4,15a34,Q000889,0,37.04
Q000890,E021,86,5,36.1,4.29745054915968,18.578707159643486,26,0.311,0.0403,0,F,Urbain,non,1,19.0,8,4,15a34,Q000890,0,24.81
Q000891,E008,48,1,44.1,4.462516765849821,18.631424442598853,44,0.106,0.0676,1,F,Rural,non,1,418.0,7,4,35plus,Q000891,0,14.79
Q000892,E054,34,1,40.7,4.403070291262008,18.56162561339792,31,0.119,0.0536,1,H,Urbain,non,0,363.0,7,4,15a34,Q000892,0,18.66
Q000893,E040,18,2,34.6,4.372323319648815,18.506191433369636,22,0.172,0.0118,1,F,Urbain,non,1,433.0,18,6,15a34,Q000893,0,84.75
Q000894,E074,66,3,35.6,4.312241037718549,18.476640847753487,32,0.074,0.0586,0,H,Rural,non,2,44.0,18,8,15a34,Q000894,0,17.06
Q000895,E057,82,6,30.2,4.346223528598306,18.624447045249067,37,0.099,0.0648,1,H,Urbain,oui,0,142.0,7,5,35plus,Q000895,0,15.43
Q000896,E046,64,1,30.4,4.3612,18.5551,28,0.151,0.0256,1,F,Rural,non,1,429.0,14,7,15a34,Q000896,1,39.06
Q000897,E039,31,3,23.2,4.372095030379594,18.537973779842975,55,0.122,0.0488,0,H,Rural,non,2,528.0,11,5,35plus,Q000897,0,20.49
Q000898,E005,30,3,35.8,4.379927504541395,18.676425290273528,31,0.154,0.0737,1,F,Urbain,oui,0,363.0,17,6,15a34,Q000898,0,13.57
Q000899,E006,46,2,38.8,4.3712437882576465,18.59614686246275,42,0.082,0.0125,1,F,Urbain,non,3,592.0,18,8,35plus,Q000899,0,80.0
Q000900,E047,42,3,33.5,4.377115346879272,18.60728285662291,15,0.144,0.0651,1,F,Urbain,non,1,146.0,13,3,15a34,Q000900,0,15.36
Q000901,E001,25,2,27.9,4.3515074825812405,18.632080161864586,36,0.075,0.066,1,H,Urbain,non,1,95.0,14,4,35plus,Q000901,0,15.15
Q000902,E004,114,1,34.5,4.377123137470921,18.472001432238834,23,0.064,0.0722,1,H,Urbain,oui,0,140.0,15,2,15a34,Q000902,0,13.85
Q000903,E017,40,4,43.4,4.328103296117687,18.62673619017804,23,0.341,0.0766,1,F,Urbain,non,1,168.0,7,2,15a34,Q000903,0,13.05
Q000904,E067,31,6,40.3,4.306825055706597,18.633544487767228,54,0.178,0.0285,1,F,Rural,non,0,660.0,15,3,35plus,Q000904,0,35.09
Q000905,E035,73,3,33.8,4.452394035909339,18.527692451821093,21,0.367,0.0288,1,H,Urbain,oui,1,579.0,8,7,15a34,Q000905,0,34.72
Q000906,E054,97,4,48.3,4.380800321189078,18.587600210994196,23,0.215,0.0636,1,F,Rural,oui,2,148.0,16,5,15a34,Q000906,0,15.72
Q000907,E031,56,5,52.9,4.3612,18.5551,5,0.379,0.0535,0,F,Rural,non,0,315.0,14,8,moins15,Q000907,1,18.69
Q000908,E013,81,6,30.6,4.346262937562289,18.51460844900696,17,0.146,0.024,1,H,Rural,non,2,423.0,9,3,15a34,Q000908,0,41.67
Q000909,E028,12,5,32.3,4.480535838990187,18.595726026118037,5,0.294,0.0313,0,F,Urbain,oui,0,256.0,15,1,moins15,Q000909,0,31.95
Q000910,E007,64,6,38.9,4.363980222941088,18.518238280859656,48,0.25,0.056,1,H,Rural,non,1,523.0,18,6,35plus,Q000910,0,17.86
Q000911,E058,8,5,27.6,4.417297993750009,18.679602481513623,36,0.029,0.0532,1,F,Rural,non,1,446.0,9,4,35plus,Q000911,0,18.8
Q000912,E014,17,6,39.9,4.361642662037847,18.558083180300393,43,0.264,0.0682,1,F,Rural,oui,0,227.0,14,2,35plus,Q000912,0,14.66
Q000913,E029,72,6,34.7,4.368246127699167,18.578354347733953,35,0.085,0.038,0,F,Urbain,non,1,953.0,8,3,35plus,Q000913,1,26.32
Q000914,E074,25,5,36.6,4.354240000763254,18.46862110566163,15,0.251,0.0544,0,F,Urbain,non,2,688.0,13,5,15a34,Q000914,1,18.38
Q000915,E045,5,3,30.0,4.33535986817824,18.569800017830115,43,0.415,0.0706,1,H,Rural,oui,0,377.0,11,8,35plus,Q000915,0,14.16
Q000916,E035,22,2,28.5,4.409012113680227,18.61099940403837,28,0.287,0.0614,1,F,Urbain,non,1,475.0,7,3,15a34,Q000916,0,16.29
Q000917,E041,93,4,20.1,4.359556944256278,18.50527023900401,39,0.066,0.0763,1,H,Urbain,non,0,97.0,10,5,35plus,Q000917,0,13.11
Q000918,E059,71,5,44.4,4.401521833313422,18.523887686113124,0,0.113,0.0118,1,F,Rural,non,0,147.0,10,3,moins15,Q000918,0,84.75
Q000919,E020,46,5,40.6,4.405189707352019,18.514456402915446,13,0.243,0.0697,1,H,Rural,non,0,164.0,9,8,moins15,Q000919,0,14.35
Q000920,E048,117,4,38.7,4.430716935261961,18.49228922954329,20,0.197,0.0465,1,F,Rural,non,4,1.0,18,1,15a34,Q000920,0,21.51
Q000921,E066,47,1,36.4,4.381058571121954,18.485232379943238,35,0.132,0.0779,1,F,Urbain,oui,1,175.0,10,2,35plus,Q000921,0,12.84
Q000922,E043,106,2,17.9,4.284451440784485,18.60146256581647,5,0.07,0.0694,1,H,Rural,oui,1,184.0,8,1,moins15,Q000922,1,14.41
Q000923,E034,42,4,28.7,4.343989711650648,18.486715694590593,65,0.34,0.028,1,F,Rural,oui,1,21.0,11,5,35plus,Q000923,0,35.71
Q000924,E011,4,3,32.2,4.358739936249985,18.460817565198333,50,0.432,0.0614,1,F,Rural,non,0,35.0,17,8,35plus,Q000924,1,16.29
Q000925,E019,14,3,26.4,4.36062075173556,18.523392577833587,50,0.205,0.0585,1,H,Rural,non,0,12.0,11,7,35plus,Q000925,0,17.09
Q000926,E071,33,2,22.1,4.425919768214855,18.552508839175477,52,0.276,0.0731,1,F,Rural,non,1,17.0,15,1,35plus,Q000926,0,13.68
Q000927,E041,23,1,27.2,4.416811354705506,18.579016696114397,39,0.201,0.041,1,F,Rural,oui,1,47.0,16,4,35plus,Q000927,0,24.39
Q000928,E023,19,3,34.3,4.352754284365302,18.50563044611533,14,0.124,0.0617,1,H,Urbain,non,1,397.0,12,2,moins15,Q000928,0,16.21
Q000929,E032,47,3,34.3,4.48150473352991,18.520587865443332,37,0.136,0.046,1,F,Rural,oui,2,103.0,18,5,35plus,Q000929,0,21.74
Q000930,E044,118,5,40.4,4.342558253572463,18.57704607294961,23,0.351,0.0357,1,H,Rural,non,1,71.0,12,1,15a34,Q000930,0,28.01
Q000931,E041,25,1,48.4,4.346615447137293,18.595225496691743,25,0.348,0.0541,0,H,Rural,non,1,417.0,18,7,15a34,Q000931,1,18.48
Q000932,E053,29,3,38.8,4.305380086960766,18.612174574345623,43,0.254,0.0592,1,F,Rural,non,1,193.0,10,3,35plus,Q000932,0,16.89
Q000933,E020,120,6,32.8,4.282041712984051,18.573976644060465,22,0.377,0.0715,1,H,Rural,oui,1,656.0,12,5,15a34,Q000933,0,13.99
Q000934,E049,25,2,46.6,4.300996287567532,18.46711312158055,20,0.284,0.0382,1,H,Rural,non,0,274.0,10,3,15a34,Q000934,1,26.18
Q000935,E034,100,2,22.9,4.410677254361164,18.506240912815926,45,0.201,0.0316,0,H,Rural,oui,0,225.0,12,7,35plus,Q000935,0,31.65
Q000936,E071,75,1,19.4,4.397075100521151,18.612698096773798,18,0.119,0.043,1,F,Rural,oui,1,269.0,9,3,15a34,Q000936,0,23.26
Q000937,E012,112,4,27.8,4.315822477185029,18.638539344022565,26,0.185,0.0562,0,H,Urbain,oui,2,689.0,13,8,15a34,Q000937,0,17.79
Q000938,E012,67,6,39.7,4.364993959284198,18.54561549238486,29,0.071,0.056,1,H,Rural,non,0,535.0,15,5,15a34,Q000938,0,17.86
Q000939,E035,72,3,35.2,4.400323460841688,18.541216181343742,39,0.088,0.0793,1,H,Rural,non,0,450.0,10,2,35plus,Q000939,0,12.61
Q000940,E039,28,3,26.1,4.258331418490647,18.499952074396205,41,0.023,0.0134,1,H,Rural,oui,0,223.0,11,2,35plus,Q000940,0,74.63
Q000941,E052,69,5,28.9,4.448610565896116,18.621015979389426,21,0.307,0.0377,1,H,Rural,oui,1,215.0,11,1,15a34,Q000941,0,26.53
Q000942,E031,81,3,25.3,4.412626850997501,18.497083165196706,5,0.048,0.0431,1,F,Rural,non,4,367.0,7,5,moins15,Q000942,0,23.2
Q000943,E069,119,3,25.3,4.400525735393158,18.648086062085195,50,0.116,0.0153,1,F,Rural,non,0,405.0,8,7,35plus,Q000943,0,65.36
Q000944,E036,12,5,44.9,4.42010405782832,18.545917277153052,0,0.529,0.0192,1,F,Rural,oui,3,128.0,8,4,moins15,Q000944,0,52.08
Q000945,E010,19,2,33.0,4.257923087899043,18.50700403331157,37,0.183,0.0623,1,H,Rural,non,3,109.0,14,2,35plus,Q000945,0,16.05
Q000946,E009,3,6,46.4,4.34907139982975,18.460844536701394,30,0.125,0.0182,0,H,Rural,non,1,422.0,11,1,15a34,Q000946,0,54.95
Q000947,E074,95,2,27.8,4.422918466391954,18.536477160951844,34,0.194,0.0467,1,F,Rural,non,1,301.0,17,1,15a34,Q000947,0,21.41
Q000948,E011,10,4,37.4,4.359648530643101,18.543687606955693,35,0.402,0.0734,1,H,Urbain,oui,1,688.0,7,1,35plus,Q000948,0,13.62
Q000949,E072,110,2,35.6,4.3971338304564505,18.534060542692373,27,0.058,0.0682,1,F,Rural,oui,1,63.0,7,2,15a34,Q000949,0,14.66
Q000950,E021,44,4,40.2,4.4324087414492706,18.550252175846616,29,0.137,0.0395,1,F,Rural,oui,1,1222.0,17,2,15a34,Q000950,0,25.32
Q000951,E008,35,3,35.8,4.395181167614742,18.619280500225074,36,0.111,0.0795,0,H,Rural,non,1,314.0,9,8,35plus,Q000951,0,12.58
Q000952,E023,118,2,40.9,4.347114535515139,18.580941408306497,35,0.256,0.0187,1,F,Urbain,non,1,359.0,10,6,35plus,Q000952,0,53.48
Q000953,E047,87,5,37.9,4.388785318152271,18.55973958867024,0,0.216,0.0485,0,H,Rural,oui,0,125.0,8,6,moins15,Q000953,0,20.62
Q000954,E033,66,6,26.4,4.276449988115089,18.607084226020856,30,0.133,0.0196,1,F,Urbain,oui,1,138.0,7,6,15a34,Q000954,1,51.02
Q000955,E059,107,1,39.1,4.384517563349243,18.50418598654742,42,0.397,0.0284,0,H,Rural,non,2,141.0,12,3,35plus,Q000955,0,35.21
Q000956,E046,91,4,33.3,4.397481784864289,18.5856681285549,20,0.069,0.0365,1,H,Urbain,non,0,39.0,11,7,15a34,Q000956,0,27.4
Q000957,E031,77,5,28.6,4.367547494790867,18.58471756787603,37,0.164,0.0686,1,F,Urbain,non,1,486.0,9,7,35plus,Q000957,0,14.58
Q000958,E048,39,5,38.9,4.41807648728447,18.62498488024849,46,0.099,0.0543,1,H,Rural,non,2,127.0,9,3,35plus,Q000958,0,18.42
Q000959,E073,119,2,40.5,4.373931400445756,18.481468873925543,32,0.282,0.0356,1,H,Rural,non,0,39.0,15,3,15a34,Q000959,0,28.09
Q000960,E031,87,1,30.6,4.367347676729786,18.506691147454905,32,0.504,0.028,1,F,Urbain,non,0,89.0,16,1,15a34,Q000960,0,35.71
Q000961,E012,114,4,31.5,4.4516164656737605,18.50949219424833,10,0.056,0.0747,1,H,Urbain,oui,1,85.0,11,1,moins15,Q000961,0,13.39
Q000962,E031,116,4,24.3,4.312108089438144,18.573909433540045,29,0.081,0.0653,1,H,Rural,non,0,166.0,11,1,15a34,Q000962,0,15.31
Q000963,E064,66,2,21.4,4.429606692413423,18.561199411680466,38,0.113,0.0387,1,F,Rural,non,1,326.0,17,3,35plus,Q000963,0,25.84
Q000964,E017,43,3,32.3,4.425648224848354,18.57838785772535,24,0.113,0.0194,1,H,Urbain,non,2,249.0,11,4,15a34,Q000964,0,51.55
Q000965,E072,114,4,39.5,4.402264765883083,18.444656597936888,25,0.266,0.0731,1,F,Urbain,non,2,24.0,14,2,15a34,Q000965,0,13.68
Q000966,E045,120,3,30.0,4.339774360008194,18.62360975213969,38,0.12,0.0483,1,F,Urbain,oui,3,37.0,10,1,35plus,Q000966,0,20.7
Q000967,E046,15,3,44.0,4.377134779094316,18.56175043781142,36,0.089,0.0512,1,F,Rural,oui,0,250.0,8,3,35plus,Q000967,0,19.53
Q000968,E024,77,5,32.6,4.319785366825746,18.577628194713316,37,0.133,0.0166,1,H,Rural,non,0,13.0,9,8,35plus,Q000968,0,60.24
